   Elapsed time	    ECG	domen_1	domen_2	domen_3	domen_4	domen_5
       0:08.411	 -0.133	 -0.006	 -0.001	  0.006	  0.023	  0.020
       0:08.412	 -0.136	  0.001	 -0.002	  0.002	  0.021	  0.016
       0:08.413	 -0.140	  0.008	 -0.003	 -0.001	  0.017	  0.009
       0:08.414	 -0.140	  0.014	 -0.005	 -0.007	  0.011	  0.000
       0:08.415	 -0.141	  0.019	 -0.006	 -0.013	  0.004	 -0.010
       0:08.416	 -0.146	  0.026	 -0.006	 -0.017	 -0.003	 -0.019
       0:08.417	 -0.148	  0.029	 -0.006	 -0.021	 -0.008	 -0.027
       0:08.418	 -0.146	  0.031	 -0.005	 -0.022	 -0.013	 -0.032
       0:08.419	 -0.145	  0.029	 -0.005	 -0.021	 -0.016	 -0.036
       0:08.420	 -0.146	  0.025	 -0.004	 -0.020	 -0.017	 -0.036
       0:08.421	 -0.147	  0.017	 -0.004	 -0.018	 -0.015	 -0.035
       0:08.422	 -0.147	  0.009	 -0.004	 -0.016	 -0.011	 -0.030
       0:08.423	 -0.148	  0.001	 -0.003	 -0.012	 -0.006	 -0.023
       0:08.424	 -0.147	 -0.006	 -0.003	 -0.007	  0.001	 -0.016
       0:08.425	 -0.146	 -0.012	 -0.003	 -0.004	  0.008	 -0.008
       0:08.426	 -0.148	 -0.018	 -0.004	 -0.002	  0.012	 -0.002
       0:08.427	 -0.150	 -0.024	 -0.006	 -0.001	  0.014	  0.002
       0:08.428	 -0.146	 -0.028	 -0.010	 -0.002	  0.014	  0.005
       0:08.429	 -0.143	 -0.028	 -0.012	 -0.004	  0.012	  0.006
       0:08.430	 -0.145	 -0.026	 -0.014	 -0.006	  0.009	  0.005
       0:08.431	 -0.148	 -0.021	 -0.015	 -0.007	  0.006	  0.002
       0:08.432	 -0.148	 -0.016	 -0.016	 -0.009	  0.000	 -0.002
       0:08.433	 -0.143	 -0.010	 -0.017	 -0.012	 -0.006	 -0.010
       0:08.434	 -0.138	 -0.004	 -0.019	 -0.016	 -0.012	 -0.018
       0:08.435	 -0.137	  0.003	 -0.019	 -0.020	 -0.017	 -0.026
       0:08.436	 -0.136	  0.010	 -0.017	 -0.022	 -0.020	 -0.032
       0:08.437	 -0.134	  0.018	 -0.014	 -0.022	 -0.020	 -0.035
       0:08.438	 -0.135	  0.023	 -0.010	 -0.020	 -0.017	 -0.036
       0:08.439	 -0.136	  0.026	 -0.006	 -0.017	 -0.013	 -0.035
       0:08.440	 -0.133	  0.023	 -0.003	 -0.016	 -0.009	 -0.031
       0:08.441	 -0.131	  0.018	  0.000	 -0.013	 -0.006	 -0.027
       0:08.442	 -0.132	  0.012	  0.002	 -0.009	 -0.001	 -0.021
       0:08.443	 -0.134	  0.005	  0.003	 -0.005	  0.005	 -0.014
       0:08.444	 -0.136	 -0.002	  0.005	 -0.001	  0.009	 -0.005
       0:08.445	 -0.134	 -0.011	  0.006	  0.003	  0.014	  0.003
       0:08.446	 -0.132	 -0.019	  0.004	  0.006	  0.016	  0.010
       0:08.447	 -0.136	 -0.027	  0.002	  0.005	  0.018	  0.014
       0:08.448	 -0.137	 -0.032	 -0.001	  0.004	  0.017	  0.016
       0:08.449	 -0.136	 -0.033	 -0.003	  0.002	  0.016	  0.016
       0:08.450	 -0.134	 -0.032	 -0.006	  0.001	  0.013	  0.015
       0:08.451	 -0.134	 -0.027	 -0.007	 -0.002	  0.009	  0.012
       0:08.452	 -0.137	 -0.020	 -0.009	 -0.004	  0.005	  0.007
       0:08.453	 -0.136	 -0.014	 -0.011	 -0.007	 -0.001	  0.000
       0:08.454	 -0.135	 -0.006	 -0.013	 -0.011	 -0.009	 -0.008
       0:08.455	 -0.139	  0.002	 -0.014	 -0.014	 -0.016	 -0.016
       0:08.456	 -0.142	  0.009	 -0.014	 -0.016	 -0.021	 -0.024
       0:08.457	 -0.138	  0.017	 -0.013	 -0.017	 -0.023	 -0.030
       0:08.458	 -0.134	  0.021	 -0.011	 -0.017	 -0.024	 -0.035
       0:08.459	 -0.130	  0.021	 -0.008	 -0.017	 -0.024	 -0.036
       0:08.460	 -0.133	  0.019	 -0.004	 -0.015	 -0.021	 -0.036
       0:08.461	 -0.135	  0.015	  0.001	 -0.012	 -0.016	 -0.031
       0:08.462	 -0.129	  0.010	  0.004	 -0.007	 -0.010	 -0.026
       0:08.463	 -0.128	  0.006	  0.008	 -0.001	 -0.002	 -0.018
       0:08.464	 -0.130	  0.000	  0.010	  0.004	  0.006	 -0.010
       0:08.465	 -0.127	 -0.006	  0.010	  0.007	  0.012	 -0.002
       0:08.466	 -0.126	 -0.012	  0.009	  0.009	  0.017	  0.004
       0:08.467	 -0.127	 -0.019	  0.006	  0.009	  0.018	  0.007
       0:08.468	 -0.129	 -0.024	  0.001	  0.007	  0.018	  0.007
       0:08.469	 -0.126	 -0.028	 -0.004	  0.006	  0.016	  0.006
       0:08.470	 -0.124	 -0.029	 -0.009	  0.002	  0.012	  0.002
       0:08.471	 -0.126	 -0.028	 -0.012	 -0.001	  0.006	 -0.002
       0:08.472	 -0.127	 -0.025	 -0.014	 -0.004	 -0.001	 -0.009
       0:08.473	 -0.129	 -0.021	 -0.018	 -0.008	 -0.009	 -0.016
       0:08.474	 -0.126	 -0.016	 -0.019	 -0.013	 -0.018	 -0.025
       0:08.475	 -0.126	 -0.010	 -0.019	 -0.017	 -0.026	 -0.034
       0:08.476	 -0.129	 -0.004	 -0.018	 -0.021	 -0.033	 -0.041
       0:08.477	 -0.127	  0.002	 -0.015	 -0.021	 -0.037	 -0.045
       0:08.478	 -0.130	  0.007	 -0.012	 -0.021	 -0.041	 -0.046
       0:08.479	 -0.131	  0.008	 -0.009	 -0.020	 -0.041	 -0.046
       0:08.480	 -0.132	  0.005	 -0.007	 -0.018	 -0.039	 -0.046
       0:08.481	 -0.133	 -0.001	 -0.008	 -0.017	 -0.037	 -0.043
       0:08.482	 -0.134	 -0.010	 -0.007	 -0.014	 -0.033	 -0.040
       0:08.483	 -0.135	 -0.019	 -0.008	 -0.012	 -0.027	 -0.035
       0:08.484	 -0.134	 -0.029	 -0.006	 -0.009	 -0.022	 -0.027
       0:08.485	 -0.130	 -0.036	 -0.005	 -0.006	 -0.015	 -0.019
       0:08.486	 -0.129	 -0.045	 -0.005	 -0.002	 -0.009	 -0.011
       0:08.487	 -0.132	 -0.049	 -0.004	  0.000	 -0.005	 -0.004
       0:08.488	 -0.133	 -0.053	 -0.005	  0.001	 -0.003	  0.001
       0:08.489	 -0.139	 -0.052	 -0.006	  0.001	 -0.005	  0.002
       0:08.490	 -0.144	 -0.051	 -0.008	 -0.001	 -0.008	  0.001
       0:08.491	 -0.143	 -0.048	 -0.011	 -0.004	 -0.014	 -0.003
       0:08.492	 -0.146	 -0.045	 -0.016	 -0.010	 -0.024	 -0.011
       0:08.493	 -0.145	 -0.041	 -0.021	 -0.018	 -0.036	 -0.020
       0:08.494	 -0.145	 -0.038	 -0.027	 -0.026	 -0.046	 -0.032
       0:08.495	 -0.146	 -0.035	 -0.031	 -0.035	 -0.055	 -0.043
       0:08.496	 -0.147	 -0.029	 -0.033	 -0.039	 -0.060	 -0.051
       0:08.497	 -0.144	 -0.023	 -0.031	 -0.041	 -0.063	 -0.057
       0:08.498	 -0.145	 -0.018	 -0.029	 -0.041	 -0.063	 -0.060
       0:08.499	 -0.146	 -0.016	 -0.026	 -0.038	 -0.060	 -0.060
       0:08.500	 -0.148	 -0.016	 -0.023	 -0.035	 -0.055	 -0.056
       0:08.501	 -0.148	 -0.019	 -0.019	 -0.031	 -0.050	 -0.051
       0:08.502	 -0.145	 -0.023	 -0.016	 -0.026	 -0.044	 -0.042
       0:08.503	 -0.147	 -0.028	 -0.012	 -0.019	 -0.036	 -0.032
       0:08.504	 -0.151	 -0.033	 -0.008	 -0.014	 -0.028	 -0.021
       0:08.505	 -0.152	 -0.039	 -0.006	 -0.009	 -0.020	 -0.010
       0:08.506	 -0.151	 -0.046	 -0.006	 -0.006	 -0.014	 -0.001
       0:08.507	 -0.149	 -0.053	 -0.006	 -0.005	 -0.011	  0.006
       0:08.508	 -0.147	 -0.058	 -0.009	 -0.006	 -0.009	  0.009
       0:08.509	 -0.143	 -0.058	 -0.011	 -0.008	 -0.010	  0.010
       0:08.510	 -0.141	 -0.056	 -0.013	 -0.009	 -0.011	  0.007
       0:08.511	 -0.139	 -0.051	 -0.015	 -0.011	 -0.015	  0.004
       0:08.512	 -0.138	 -0.046	 -0.016	 -0.013	 -0.021	 -0.002
       0:08.513	 -0.136	 -0.039	 -0.018	 -0.017	 -0.028	 -0.010
       0:08.514	 -0.135	 -0.034	 -0.020	 -0.021	 -0.035	 -0.019
       0:08.515	 -0.140	 -0.028	 -0.022	 -0.026	 -0.044	 -0.029
       0:08.516	 -0.141	 -0.021	 -0.023	 -0.030	 -0.050	 -0.038
       0:08.517	 -0.137	 -0.015	 -0.022	 -0.033	 -0.053	 -0.044
       0:08.518	 -0.140	 -0.011	 -0.019	 -0.035	 -0.054	 -0.047
       0:08.519	 -0.142	 -0.008	 -0.016	 -0.034	 -0.054	 -0.048
       0:08.520	 -0.145	 -0.009	 -0.012	 -0.032	 -0.050	 -0.045
       0:08.521	 -0.146	 -0.011	 -0.009	 -0.029	 -0.046	 -0.041
       0:08.522	 -0.146	 -0.015	 -0.006	 -0.023	 -0.039	 -0.034
       0:08.523	 -0.148	 -0.018	 -0.004	 -0.016	 -0.031	 -0.026
       0:08.524	 -0.152	 -0.022	 -0.002	 -0.009	 -0.023	 -0.017
       0:08.525	 -0.151	 -0.027	 -0.002	 -0.003	 -0.014	 -0.008
       0:08.526	 -0.153	 -0.032	 -0.004	  0.001	 -0.008	 -0.001
       0:08.527	 -0.158	 -0.038	 -0.006	  0.002	 -0.003	  0.005
       0:08.528	 -0.163	 -0.042	 -0.009	  0.002	 -0.001	  0.007
       0:08.529	 -0.164	 -0.043	 -0.011	  0.001	  0.001	  0.007
       0:08.530	 -0.162	 -0.042	 -0.012	 -0.001	 -0.001	  0.006
       0:08.531	 -0.163	 -0.038	 -0.013	 -0.003	 -0.003	  0.002
       0:08.532	 -0.168	 -0.032	 -0.012	 -0.006	 -0.008	 -0.003
       0:08.533	 -0.166	 -0.027	 -0.012	 -0.007	 -0.012	 -0.010
       0:08.534	 -0.161	 -0.021	 -0.011	 -0.010	 -0.018	 -0.018
       0:08.535	 -0.159	 -0.015	 -0.010	 -0.011	 -0.025	 -0.026
       0:08.536	 -0.161	 -0.007	 -0.009	 -0.012	 -0.029	 -0.032
       0:08.537	 -0.160	 -0.001	 -0.007	 -0.012	 -0.033	 -0.037
       0:08.538	 -0.159	  0.004	 -0.004	 -0.011	 -0.035	 -0.040
       0:08.539	 -0.157	  0.007	 -0.002	 -0.009	 -0.036	 -0.040
       0:08.540	 -0.157	  0.007	  0.000	 -0.006	 -0.036	 -0.038
       0:08.541	 -0.155	  0.005	  0.003	 -0.003	 -0.034	 -0.034
       0:08.542	 -0.154	  0.001	  0.006	  0.000	 -0.029	 -0.028
       0:08.543	 -0.154	 -0.002	  0.010	  0.005	 -0.022	 -0.019
       0:08.544	 -0.155	 -0.008	  0.013	  0.010	 -0.014	 -0.010
       0:08.545	 -0.149	 -0.013	  0.016	  0.015	 -0.006	 -0.001
       0:08.546	 -0.145	 -0.020	  0.017	  0.017	  0.001	  0.006
       0:08.547	 -0.142	 -0.027	  0.015	  0.017	  0.006	  0.010
       0:08.548	 -0.142	 -0.033	  0.012	  0.017	  0.008	  0.012
       0:08.549	 -0.139	 -0.036	  0.010	  0.016	  0.008	  0.011
       0:08.550	 -0.135	 -0.035	  0.007	  0.014	  0.006	  0.010
       0:08.551	 -0.130	 -0.031	  0.005	  0.012	  0.003	  0.007
       0:08.552	 -0.133	 -0.023	  0.003	  0.010	 -0.001	  0.003
       0:08.553	 -0.136	 -0.016	  0.001	  0.007	 -0.006	 -0.003
       0:08.554	 -0.136	 -0.007	  0.000	  0.006	 -0.012	 -0.010
       0:08.555	 -0.139	  0.002	 -0.001	  0.003	 -0.018	 -0.018
       0:08.556	 -0.141	  0.011	 -0.001	  0.001	 -0.022	 -0.024
       0:08.557	 -0.144	  0.017	  0.001	 -0.001	 -0.025	 -0.030
       0:08.558	 -0.144	  0.021	  0.002	 -0.002	 -0.026	 -0.033
       0:08.559	 -0.144	  0.022	  0.002	 -0.002	 -0.026	 -0.036
       0:08.560	 -0.146	  0.019	  0.001	 -0.004	 -0.027	 -0.036
       0:08.561	 -0.148	  0.013	 -0.001	 -0.005	 -0.026	 -0.035
       0:08.562	 -0.149	  0.006	 -0.003	 -0.006	 -0.023	 -0.032
       0:08.563	 -0.151	 -0.002	 -0.003	 -0.004	 -0.021	 -0.027
       0:08.564	 -0.158	 -0.011	 -0.004	 -0.003	 -0.018	 -0.022
       0:08.565	 -0.156	 -0.021	 -0.005	 -0.001	 -0.014	 -0.017
       0:08.566	 -0.156	 -0.029	 -0.007	 -0.001	 -0.011	 -0.012
       0:08.567	 -0.160	 -0.038	 -0.010	 -0.002	 -0.009	 -0.009
       0:08.568	 -0.164	 -0.046	 -0.013	 -0.004	 -0.009	 -0.007
       0:08.569	 -0.165	 -0.048	 -0.017	 -0.008	 -0.011	 -0.007
       0:08.570	 -0.167	 -0.048	 -0.019	 -0.011	 -0.014	 -0.010
       0:08.571	 -0.170	 -0.045	 -0.022	 -0.014	 -0.019	 -0.013
       0:08.572	 -0.171	 -0.038	 -0.025	 -0.018	 -0.025	 -0.018
       0:08.573	 -0.170	 -0.031	 -0.025	 -0.022	 -0.031	 -0.023
       0:08.574	 -0.166	 -0.022	 -0.025	 -0.024	 -0.035	 -0.027
       0:08.575	 -0.164	 -0.012	 -0.024	 -0.025	 -0.038	 -0.031
       0:08.576	 -0.163	 -0.002	 -0.021	 -0.024	 -0.039	 -0.034
       0:08.577	 -0.165	  0.008	 -0.018	 -0.023	 -0.037	 -0.036
       0:08.578	 -0.166	  0.016	 -0.012	 -0.020	 -0.035	 -0.036
       0:08.579	 -0.164	  0.020	 -0.010	 -0.017	 -0.031	 -0.035
       0:08.580	 -0.161	  0.020	 -0.006	 -0.014	 -0.027	 -0.032
       0:08.581	 -0.159	  0.018	 -0.004	 -0.011	 -0.022	 -0.028
       0:08.582	 -0.156	  0.015	 -0.002	 -0.007	 -0.016	 -0.020
       0:08.583	 -0.152	  0.010	  0.001	 -0.001	 -0.008	 -0.011
       0:08.584	 -0.147	  0.005	  0.003	  0.004	  0.001	  0.000
       0:08.585	 -0.144	 -0.001	  0.006	  0.010	  0.009	  0.012
       0:08.586	 -0.143	 -0.006	  0.008	  0.014	  0.017	  0.024
       0:08.587	 -0.145	 -0.011	  0.010	  0.017	  0.022	  0.035
       0:08.588	 -0.141	 -0.015	  0.011	  0.019	  0.025	  0.043
       0:08.589	 -0.141	 -0.016	  0.012	  0.019	  0.024	  0.048
       0:08.590	 -0.143	 -0.015	  0.012	  0.018	  0.022	  0.049
       0:08.591	 -0.144	 -0.012	  0.012	  0.017	  0.018	  0.048
       0:08.592	 -0.142	 -0.009	  0.010	  0.014	  0.012	  0.043
       0:08.593	 -0.138	 -0.005	  0.008	  0.011	  0.003	  0.035
       0:08.594	 -0.139	  0.001	  0.004	  0.006	 -0.005	  0.026
       0:08.595	 -0.141	  0.007	  0.001	  0.001	 -0.012	  0.017
       0:08.596	 -0.141	  0.014	  0.001	 -0.001	 -0.017	  0.010
       0:08.597	 -0.136	  0.021	  0.002	 -0.002	 -0.020	  0.005
       0:08.598	 -0.134	  0.027	  0.004	 -0.002	 -0.022	  0.002
       0:08.599	 -0.132	  0.029	  0.008	 -0.002	 -0.021	  0.002
       0:08.600	 -0.135	  0.028	  0.010	 -0.002	 -0.020	  0.006
       0:08.601	 -0.137	  0.024	  0.013	  0.000	 -0.017	  0.012
       0:08.602	 -0.135	  0.019	  0.016	  0.002	 -0.012	  0.019
       0:08.603	 -0.137	  0.012	  0.019	  0.007	 -0.006	  0.028
       0:08.604	 -0.139	  0.007	  0.022	  0.012	  0.001	  0.037
       0:08.605	 -0.137	  0.001	  0.023	  0.017	  0.006	  0.045
       0:08.606	 -0.136	 -0.005	  0.023	  0.020	  0.011	  0.050
       0:08.607	 -0.136	 -0.011	  0.023	  0.021	  0.012	  0.053
       0:08.608	 -0.133	 -0.015	  0.021	  0.021	  0.012	  0.053
       0:08.609	 -0.126	 -0.016	  0.020	  0.021	  0.013	  0.053
       0:08.610	 -0.124	 -0.014	  0.020	  0.021	  0.012	  0.050
       0:08.611	 -0.123	 -0.009	  0.021	  0.021	  0.011	  0.048
       0:08.612	 -0.127	 -0.002	  0.020	  0.021	  0.009	  0.041
       0:08.613	 -0.130	  0.006	  0.019	  0.018	  0.004	  0.035
       0:08.614	 -0.131	  0.012	  0.018	  0.014	 -0.003	  0.025
       0:08.615	 -0.134	  0.019	  0.016	  0.007	 -0.011	  0.015
       0:08.616	 -0.134	  0.025	  0.014	  0.002	 -0.018	  0.006
       0:08.617	 -0.131	  0.029	  0.013	 -0.002	 -0.022	 -0.002
       0:08.618	 -0.133	  0.031	  0.013	 -0.005	 -0.025	 -0.006
       0:08.619	 -0.136	  0.031	  0.014	 -0.006	 -0.024	 -0.007
       0:08.620	 -0.138	  0.027	  0.015	 -0.004	 -0.021	 -0.006
       0:08.621	 -0.141	  0.022	  0.016	 -0.001	 -0.015	 -0.002
       0:08.622	 -0.140	  0.015	  0.018	  0.003	 -0.008	  0.003
       0:08.623	 -0.139	  0.008	  0.019	  0.008	  0.001	  0.011
       0:08.624	 -0.143	  0.000	  0.021	  0.014	  0.009	  0.019
       0:08.625	 -0.143	 -0.008	  0.022	  0.019	  0.018	  0.028
       0:08.626	 -0.144	 -0.015	  0.023	  0.023	  0.022	  0.035
       0:08.627	 -0.147	 -0.021	  0.021	  0.026	  0.026	  0.040
       0:08.628	 -0.149	 -0.025	  0.019	  0.026	  0.027	  0.043
       0:08.629	 -0.149	 -0.025	  0.017	  0.026	  0.027	  0.043
       0:08.630	 -0.150	 -0.022	  0.016	  0.026	  0.026	  0.041
       0:08.631	 -0.151	 -0.016	  0.016	  0.024	  0.024	  0.040
       0:08.632	 -0.151	 -0.008	  0.016	  0.023	  0.021	  0.035
       0:08.633	 -0.150	  0.000	  0.016	  0.020	  0.017	  0.029
       0:08.634	 -0.146	  0.009	  0.014	  0.017	  0.011	  0.022
       0:08.635	 -0.147	  0.019	  0.013	  0.015	  0.006	  0.015
       0:08.636	 -0.149	  0.028	  0.013	  0.012	  0.001	  0.007
       0:08.637	 -0.148	  0.036	  0.014	  0.012	 -0.002	  0.003
       0:08.638	 -0.148	  0.039	  0.017	  0.013	 -0.005	  0.001
       0:08.639	 -0.146	  0.041	  0.019	  0.014	 -0.006	  0.000
       0:08.640	 -0.141	  0.038	  0.021	  0.016	 -0.006	  0.001
       0:08.641	 -0.140	  0.032	  0.023	  0.020	 -0.004	  0.005
       0:08.642	 -0.137	  0.028	  0.025	  0.024	  0.001	  0.011
       0:08.643	 -0.136	  0.023	  0.029	  0.029	  0.008	  0.020
       0:08.644	 -0.138	  0.019	  0.033	  0.034	  0.016	  0.031
       0:08.645	 -0.139	  0.015	  0.036	  0.040	  0.024	  0.042
       0:08.646	 -0.139	  0.011	  0.038	  0.043	  0.033	  0.052
       0:08.647	 -0.142	  0.007	  0.037	  0.046	  0.039	  0.057
       0:08.648	 -0.142	  0.005	  0.035	  0.045	  0.041	  0.061
       0:08.649	 -0.141	  0.002	  0.033	  0.045	  0.043	  0.060
       0:08.650	 -0.143	  0.004	  0.031	  0.043	  0.041	  0.058
       0:08.651	 -0.141	  0.008	  0.028	  0.040	  0.037	  0.053
       0:08.652	 -0.139	  0.012	  0.027	  0.037	  0.033	  0.048
       0:08.653	 -0.141	  0.017	  0.025	  0.033	  0.026	  0.040
       0:08.654	 -0.142	  0.021	  0.023	  0.027	  0.018	  0.029
       0:08.655	 -0.143	  0.026	  0.021	  0.022	  0.011	  0.020
       0:08.656	 -0.145	  0.032	  0.022	  0.019	  0.006	  0.011
       0:08.657	 -0.147	  0.038	  0.023	  0.017	  0.002	  0.005
       0:08.658	 -0.149	  0.042	  0.025	  0.017	  0.002	  0.001
       0:08.659	 -0.149	  0.044	  0.026	  0.018	  0.002	 -0.002
       0:08.660	 -0.145	  0.041	  0.027	  0.021	  0.005	 -0.002
       0:08.661	 -0.145	  0.038	  0.027	  0.025	  0.008	  0.001
       0:08.662	 -0.145	  0.032	  0.028	  0.030	  0.014	  0.006
       0:08.663	 -0.146	  0.028	  0.029	  0.036	  0.022	  0.013
       0:08.664	 -0.146	  0.024	  0.032	  0.043	  0.030	  0.023
       0:08.665	 -0.145	  0.019	  0.033	  0.049	  0.037	  0.032
       0:08.666	 -0.141	  0.014	  0.032	  0.053	  0.043	  0.039
       0:08.667	 -0.139	  0.009	  0.032	  0.056	  0.046	  0.045
       0:08.668	 -0.137	  0.006	  0.030	  0.057	  0.047	  0.049
       0:08.669	 -0.138	  0.005	  0.030	  0.057	  0.047	  0.051
       0:08.670	 -0.140	  0.007	  0.031	  0.057	  0.046	  0.051
       0:08.671	 -0.139	  0.011	  0.033	  0.056	  0.042	  0.049
       0:08.672	 -0.139	  0.015	  0.031	  0.051	  0.036	  0.042
       0:08.673	 -0.139	  0.021	  0.031	  0.046	  0.027	  0.034
       0:08.674	 -0.137	  0.025	  0.027	  0.039	  0.018	  0.024
       0:08.675	 -0.135	  0.030	  0.025	  0.033	  0.008	  0.013
       0:08.676	 -0.136	  0.035	  0.023	  0.028	  0.000	  0.003
       0:08.677	 -0.137	  0.040	  0.023	  0.023	 -0.006	 -0.004
       0:08.678	 -0.136	  0.043	  0.023	  0.021	 -0.009	 -0.008
       0:08.679	 -0.135	  0.045	  0.023	  0.019	 -0.010	 -0.009
       0:08.680	 -0.137	  0.041	  0.023	  0.019	 -0.009	 -0.007
       0:08.681	 -0.137	  0.035	  0.025	  0.020	 -0.005	 -0.002
       0:08.682	 -0.133	  0.029	  0.027	  0.022	  0.002	  0.006
       0:08.683	 -0.133	  0.024	  0.031	  0.028	  0.012	  0.016
       0:08.684	 -0.135	  0.019	  0.035	  0.033	  0.024	  0.028
       0:08.685	 -0.129	  0.015	  0.040	  0.040	  0.036	  0.041
       0:08.686	 -0.129	  0.012	  0.042	  0.045	  0.047	  0.053
       0:08.687	 -0.132	  0.009	  0.045	  0.051	  0.054	  0.063
       0:08.688	 -0.130	  0.007	  0.046	  0.054	  0.059	  0.072
       0:08.689	 -0.128	  0.009	  0.047	  0.057	  0.060	  0.077
       0:08.690	 -0.127	  0.013	  0.048	  0.057	  0.059	  0.079
       0:08.691	 -0.127	  0.020	  0.048	  0.057	  0.056	  0.076
       0:08.692	 -0.127	  0.026	  0.047	  0.055	  0.050	  0.069
       0:08.693	 -0.127	  0.032	  0.042	  0.049	  0.043	  0.057
       0:08.694	 -0.129	  0.036	  0.038	  0.043	  0.034	  0.044
       0:08.695	 -0.130	  0.040	  0.034	  0.035	  0.025	  0.031
       0:08.696	 -0.126	  0.045	  0.030	  0.028	  0.019	  0.018
       0:08.697	 -0.122	  0.048	  0.029	  0.025	  0.014	  0.010
       0:08.698	 -0.123	  0.051	  0.028	  0.022	  0.014	  0.006
       0:08.699	 -0.121	  0.051	  0.029	  0.022	  0.016	  0.006
       0:08.700	 -0.120	  0.050	  0.031	  0.022	  0.021	  0.010
       0:08.701	 -0.118	  0.045	  0.032	  0.024	  0.027	  0.015
       0:08.702	 -0.117	  0.040	  0.034	  0.027	  0.033	  0.024
       0:08.703	 -0.123	  0.032	  0.036	  0.030	  0.039	  0.033
       0:08.704	 -0.124	  0.024	  0.037	  0.035	  0.045	  0.043
       0:08.705	 -0.116	  0.017	  0.038	  0.038	  0.051	  0.054
       0:08.706	 -0.110	  0.009	  0.038	  0.042	  0.056	  0.061
       0:08.707	 -0.110	  0.005	  0.036	  0.044	  0.060	  0.068
       0:08.708	 -0.109	  0.002	  0.034	  0.045	  0.062	  0.071
       0:08.709	 -0.105	  0.003	  0.032	  0.045	  0.063	  0.073
       0:08.710	 -0.101	  0.007	  0.030	  0.044	  0.065	  0.071
       0:08.711	 -0.099	  0.012	  0.027	  0.042	  0.064	  0.066
       0:08.712	 -0.100	  0.018	  0.026	  0.039	  0.060	  0.058
       0:08.713	 -0.096	  0.022	  0.023	  0.035	  0.055	  0.048
       0:08.714	 -0.091	  0.028	  0.020	  0.030	  0.048	  0.037
       0:08.715	 -0.091	  0.033	  0.018	  0.026	  0.041	  0.028
       0:08.716	 -0.089	  0.041	  0.018	  0.024	  0.035	  0.019
       0:08.717	 -0.088	  0.050	  0.020	  0.024	  0.033	  0.014
       0:08.718	 -0.089	  0.056	  0.024	  0.026	  0.031	  0.012
       0:08.719	 -0.091	  0.061	  0.026	  0.028	  0.033	  0.012
       0:08.720	 -0.089	  0.061	  0.029	  0.030	  0.035	  0.014
       0:08.721	 -0.089	  0.059	  0.031	  0.031	  0.040	  0.018
       0:08.722	 -0.092	  0.055	  0.033	  0.035	  0.044	  0.024
       0:08.723	 -0.093	  0.051	  0.036	  0.038	  0.051	  0.033
       0:08.724	 -0.097	  0.046	  0.040	  0.043	  0.056	  0.043
       0:08.725	 -0.098	  0.041	  0.042	  0.048	  0.062	  0.053
       0:08.726	 -0.101	  0.036	  0.044	  0.052	  0.066	  0.062
       0:08.727	 -0.108	  0.031	  0.043	  0.055	  0.068	  0.066
       0:08.728	 -0.110	  0.028	  0.043	  0.055	  0.069	  0.069
       0:08.729	 -0.111	  0.028	  0.042	  0.056	  0.068	  0.067
       0:08.730	 -0.113	  0.031	  0.044	  0.055	  0.066	  0.063
       0:08.731	 -0.115	  0.036	  0.045	  0.053	  0.061	  0.057
       0:08.732	 -0.115	  0.041	  0.045	  0.051	  0.056	  0.049
       0:08.733	 -0.116	  0.048	  0.044	  0.046	  0.047	  0.040
       0:08.734	 -0.120	  0.052	  0.042	  0.041	  0.040	  0.028
       0:08.735	 -0.126	  0.057	  0.040	  0.036	  0.031	  0.018
       0:08.736	 -0.126	  0.061	  0.037	  0.032	  0.022	  0.010
       0:08.737	 -0.124	  0.065	  0.035	  0.029	  0.016	  0.004
       0:08.738	 -0.126	  0.067	  0.035	  0.027	  0.011	  0.001
       0:08.739	 -0.129	  0.066	  0.034	  0.027	  0.009	  0.001
       0:08.740	 -0.130	  0.062	  0.034	  0.028	  0.008	  0.004
       0:08.741	 -0.130	  0.058	  0.036	  0.030	  0.010	  0.010
       0:08.742	 -0.127	  0.053	  0.038	  0.033	  0.014	  0.018
       0:08.743	 -0.123	  0.048	  0.041	  0.038	  0.022	  0.027
       0:08.744	 -0.123	  0.044	  0.044	  0.044	  0.030	  0.037
       0:08.745	 -0.124	  0.039	  0.045	  0.048	  0.037	  0.046
       0:08.746	 -0.129	  0.031	  0.045	  0.052	  0.043	  0.052
       0:08.747	 -0.135	  0.025	  0.043	  0.052	  0.046	  0.056
       0:08.748	 -0.133	  0.018	  0.040	  0.050	  0.045	  0.056
       0:08.749	 -0.130	  0.015	  0.035	  0.047	  0.042	  0.053
       0:08.750	 -0.128	  0.014	  0.031	  0.043	  0.038	  0.049
       0:08.751	 -0.128	  0.016	  0.029	  0.038	  0.033	  0.045
       0:08.752	 -0.129	  0.021	  0.027	  0.034	  0.027	  0.038
       0:08.753	 -0.126	  0.026	  0.026	  0.030	  0.021	  0.031
       0:08.754	 -0.121	  0.034	  0.026	  0.025	  0.014	  0.024
       0:08.755	 -0.120	  0.041	  0.026	  0.021	  0.008	  0.017
       0:08.756	 -0.122	  0.048	  0.029	  0.019	  0.004	  0.011
       0:08.757	 -0.122	  0.055	  0.031	  0.019	  0.002	  0.007
       0:08.758	 -0.121	  0.060	  0.036	  0.021	  0.001	  0.006
