   Elapsed time	   ECG1	   ECG2
       0:09.068	 -0.030	 -0.245
       0:09.072	 -0.530	 -0.300
       0:09.076	 -0.895	 -0.210
       0:09.080	 -0.365	 -0.180
       0:09.084	 -0.020	 -0.210
       0:09.088	 -0.510	 -0.245
       0:09.092	 -0.890	 -0.175
       0:09.096	 -0.385	 -0.135
       0:09.100	  0.015	 -0.190
       0:09.104	 -0.460	 -0.200
       0:09.108	 -0.845	 -0.095
       0:09.112	 -0.375	 -0.055
       0:09.116	  0.065	 -0.135
       0:09.120	 -0.415	 -0.090
       0:09.124	 -0.835	 -0.035
       0:09.128	 -0.350	  0.045
       0:09.132	  0.115	  0.000
       0:09.136	 -0.295	 -0.030
       0:09.140	 -0.745	  0.070
       0:09.144	 -0.305	  0.155
       0:09.148	  0.200	  0.095
       0:09.152	 -0.150	  0.090
       0:09.156	 -0.705	  0.205
       0:09.160	 -0.365	  0.230
       0:09.164	  0.220	  0.265
       0:09.168	  0.050	  0.200
       0:09.172	 -0.560	  0.300
       0:09.176	 -0.430	  0.345
       0:09.180	  0.205	  0.340
       0:09.184	  0.130	  0.290
       0:09.188	 -0.520	  0.335
       0:09.192	 -0.470	  0.375
       0:09.196	  0.185	  0.355
       0:09.200	  0.205	  0.285
       0:09.204	 -0.435	  0.305
       0:09.208	 -0.530	  0.350
       0:09.212	  0.090	  0.320
       0:09.216	  0.135	  0.270
       0:09.220	 -0.545	  0.215
       0:09.224	 -0.635	  0.245
       0:09.228	 -0.025	  0.215
       0:09.232	  0.015	  0.070
       0:09.236	 -0.680	  0.015
       0:09.240	 -0.750	  0.035
       0:09.244	 -0.135	  0.005
       0:09.248	 -0.040	 -0.095
       0:09.252	 -0.660	 -0.135
       0:09.256	 -0.830	 -0.160
       0:09.260	 -0.245	 -0.160
       0:09.264	 -0.025	 -0.245
       0:09.268	 -0.640	 -0.280
       0:09.272	 -0.870	 -0.240
       0:09.276	 -0.350	 -0.225
       0:09.280	  0.005	 -0.315
       0:09.284	 -0.490	 -0.305
       0:09.288	 -0.950	 -0.245
       0:09.292	 -0.490	 -0.270
       0:09.296	  0.020	 -0.320
       0:09.300	 -0.310	 -0.330
       0:09.304	 -0.895	 -0.320
       0:09.308	 -0.605	 -0.255
       0:09.312	  0.005	 -0.290
       0:09.316	 -0.205	 -0.350
       0:09.320	 -0.815	 -0.290
       0:09.324	 -0.650	 -0.225
       0:09.328	 -0.020	 -0.295
       0:09.332	 -0.150	 -0.320
       0:09.336	 -0.780	 -0.275
       0:09.340	 -0.690	 -0.200
       0:09.344	 -0.070	 -0.245
       0:09.348	 -0.115	 -0.300
       0:09.352	 -0.800	 -0.275
       0:09.356	 -0.660	 -0.195
       0:09.360	 -0.025	 -0.230
       0:09.364	 -0.140	 -0.275
       0:09.368	 -0.760	 -0.265
       0:09.372	 -0.655	 -0.255
       0:09.376	 -0.010	 -0.250
       0:09.380	 -0.105	 -0.280
       0:09.384	 -0.760	 -0.280
       0:09.388	 -0.730	 -0.210
       0:09.392	 -0.085	 -0.240
       0:09.396	 -0.070	 -0.300
       0:09.400	 -0.710	 -0.260
       0:09.404	 -0.730	 -0.205
       0:09.408	 -0.105	 -0.240
       0:09.412	  0.035	 -0.290
       0:09.416	 -0.620	 -0.315
       0:09.420	 -0.840	 -0.260
       0:09.424	 -0.260	 -0.270
       0:09.428	  0.030	 -0.285
       0:09.432	 -0.490	 -0.320
       0:09.436	 -0.880	 -0.250
       0:09.440	 -0.360	 -0.230
       0:09.444	  0.040	 -0.300
       0:09.448	 -0.405	 -0.345
       0:09.452	 -0.870	 -0.245
       0:09.456	 -0.410	 -0.255
       0:09.460	  0.010	 -0.325
       0:09.464	 -0.430	 -0.350
       0:09.468	 -0.895	 -0.275
       0:09.472	 -0.435	 -0.230
       0:09.476	  0.020	 -0.285
       0:09.480	 -0.425	 -0.330
       0:09.484	 -0.850	 -0.285
       0:09.488	 -0.385	 -0.250
       0:09.492	  0.060	 -0.320
       0:09.496	 -0.440	 -0.335
       0:09.500	 -0.860	 -0.310
       0:09.504	 -0.420	 -0.270
       0:09.508	  0.055	 -0.320
       0:09.512	 -0.415	 -0.340
       0:09.516	 -0.855	 -0.310
       0:09.520	 -0.380	 -0.250
       0:09.524	  0.075	 -0.305
       0:09.528	 -0.340	 -0.340
       0:09.532	 -0.785	 -0.275
       0:09.536	 -0.335	 -0.200
       0:09.540	  0.135	 -0.210
       0:09.544	 -0.225	 -0.175
       0:09.548	 -0.765	 -0.110
       0:09.552	 -0.405	 -0.045
       0:09.556	  0.150	 -0.035
       0:09.560	 -0.050	 -0.065
       0:09.564	 -0.640	 -0.045
       0:09.568	 -0.400	 -0.080
       0:09.572	  0.165	 -0.150
       0:09.576	 -0.140	 -0.275
       0:09.580	 -0.735	 -0.320
       0:09.584	 -0.545	 -0.365
       0:09.588	  0.050	 -0.460
       0:09.592	 -0.120	 -0.440
       0:09.596	 -0.770	 -0.435
       0:09.600	 -0.600	 -0.320
       0:09.604	  0.000	 -0.400
       0:09.608	 -0.155	 -0.450
       0:09.612	 -0.820	 -0.415
       0:09.616	 -0.770	 -0.330
       0:09.620	 -0.165	 -0.345
       0:09.624	 -0.220	 -0.440
       0:09.628	 -0.850	 -0.405
       0:09.632	 -0.800	 -0.370
       0:09.636	 -0.160	 -0.375
       0:09.640	 -0.135	 -0.490
       0:09.644	 -0.785	 -0.440
       0:09.648	 -0.830	 -0.415
       0:09.652	 -0.190	 -0.395
       0:09.656	 -0.090	 -0.465
       0:09.660	 -0.730	 -0.445
       0:09.664	 -0.895	 -0.350
       0:09.668	 -0.280	 -0.370
       0:09.672	 -0.040	 -0.425
       0:09.676	 -0.660	 -0.350
       0:09.680	 -1.040	 -0.145
       0:09.684	 -0.410	  0.095
       0:09.688	  0.130	  0.125
       0:09.692	 -0.090	  0.060
       0:09.696	 -0.180	  0.195
       0:09.700	  0.610	  0.470
       0:09.704	  1.455	 -0.090
       0:09.708	  1.340	 -0.930
       0:09.712	  0.710	 -1.520
       0:09.716	  0.310	 -1.815
       0:09.720	  0.225	 -2.160
       0:09.724	 -0.540	 -2.540
       0:09.728	 -1.550	 -2.845
       0:09.732	 -1.310	 -2.830
       0:09.736	 -0.410	 -2.595
       0:09.740	 -0.505	 -2.060
       0:09.744	 -0.960	 -1.400
       0:09.748	 -0.660	 -0.840
       0:09.752	 -0.070	 -0.465
       0:09.756	 -0.215	 -0.330
       0:09.760	 -0.890	 -0.265
       0:09.764	 -0.785	 -0.195
       0:09.768	 -0.140	 -0.200
       0:09.772	 -0.230	 -0.265
       0:09.776	 -0.870	 -0.220
       0:09.780	 -0.790	 -0.165
       0:09.784	 -0.150	 -0.180
       0:09.788	 -0.125	 -0.250
       0:09.792	 -0.780	 -0.210
       0:09.796	 -0.790	 -0.155
       0:09.800	 -0.170	 -0.185
       0:09.804	 -0.045	 -0.210
       0:09.808	 -0.680	 -0.195
       0:09.812	 -0.890	 -0.100
       0:09.816	 -0.310	 -0.100
       0:09.820	 -0.010	 -0.160
       0:09.824	 -0.550	 -0.180
       0:09.828	 -0.915	 -0.080
       0:09.832	 -0.400	 -0.055
       0:09.836	  0.020	 -0.120
       0:09.840	 -0.375	 -0.135
       0:09.844	 -0.860	 -0.070
       0:09.848	 -0.460	 -0.020
       0:09.852	  0.035	 -0.095
       0:09.856	 -0.335	 -0.105
       0:09.860	 -0.860	 -0.030
       0:09.864	 -0.510	  0.025
       0:09.868	  0.050	  0.020
       0:09.872	 -0.220	  0.010
       0:09.876	 -0.780	  0.035
       0:09.880	 -0.480	  0.130
       0:09.884	  0.105	  0.120
       0:09.888	 -0.135	  0.090
       0:09.892	 -0.705	  0.145
       0:09.896	 -0.500	  0.235
       0:09.900	  0.105	  0.250
       0:09.904	 -0.030	  0.210
       0:09.908	 -0.610	  0.265
       0:09.912	 -0.385	  0.380
       0:09.916	  0.225	  0.345
       0:09.920	  0.080	  0.280
       0:09.924	 -0.550	  0.360
       0:09.928	 -0.435	  0.395
       0:09.932	  0.190	  0.385
       0:09.936	  0.210	  0.365
       0:09.940	 -0.415	  0.365
       0:09.944	 -0.530	  0.455
       0:09.948	  0.065	  0.450
       0:09.952	  0.255	  0.385
       0:09.956	 -0.310	  0.330
       0:09.960	 -0.620	  0.420
       0:09.964	 -0.090	  0.375
       0:09.968	  0.195	  0.295
       0:09.972	 -0.365	  0.210
       0:09.976	 -0.740	  0.280
       0:09.980	 -0.285	  0.255
       0:09.984	  0.105	  0.165
       0:09.988	 -0.435	  0.060
       0:09.992	 -0.825	  0.060
       0:09.996	 -0.350	  0.060
