   Elapsed time	     V5	     V2
       0:21.408	 -0.230	  0.020
       0:21.411	 -0.225	  0.025
       0:21.414	 -0.220	  0.025
       0:21.417	 -0.215	  0.020
       0:21.419	 -0.225	  0.005
       0:21.422	 -0.245	 -0.005
       0:21.425	 -0.250	 -0.005
       0:21.428	 -0.240	  0.005
       0:21.431	 -0.235	  0.015
       0:21.433	 -0.240	  0.010
       0:21.436	 -0.245	  0.005
       0:21.439	 -0.255	 -0.010
       0:21.442	 -0.250	 -0.005
       0:21.444	 -0.235	  0.010
       0:21.447	 -0.230	  0.020
       0:21.450	 -0.235	  0.015
       0:21.453	 -0.240	 -0.005
       0:21.456	 -0.245	  0.000
       0:21.458	 -0.255	  0.015
       0:21.461	 -0.245	  0.035
       0:21.464	 -0.230	  0.065
       0:21.467	 -0.245	  0.050
       0:21.469	 -0.250	  0.045
       0:21.472	 -0.255	  0.050
       0:21.475	 -0.280	  0.070
       0:21.478	 -0.250	  0.065
       0:21.481	 -0.245	  0.065
       0:21.483	 -0.250	  0.060
       0:21.486	 -0.255	  0.050
       0:21.489	 -0.270	  0.050
       0:21.492	 -0.270	  0.055
       0:21.494	 -0.250	  0.070
       0:21.497	 -0.245	  0.065
       0:21.500	 -0.240	  0.070
       0:21.503	 -0.255	  0.055
       0:21.506	 -0.250	  0.040
       0:21.508	 -0.265	  0.045
       0:21.511	 -0.245	  0.055
       0:21.514	 -0.230	  0.045
       0:21.517	 -0.235	  0.035
       0:21.519	 -0.230	  0.005
       0:21.522	 -0.245	 -0.020
       0:21.525	 -0.235	 -0.020
       0:21.528	 -0.230	 -0.030
       0:21.531	 -0.220	 -0.030
       0:21.533	 -0.225	 -0.040
       0:21.536	 -0.220	 -0.060
       0:21.539	 -0.235	 -0.070
       0:21.542	 -0.230	 -0.075
       0:21.544	 -0.230	 -0.075
       0:21.547	 -0.230	 -0.085
       0:21.550	 -0.225	 -0.085
       0:21.553	 -0.235	 -0.090
       0:21.556	 -0.245	 -0.110
       0:21.558	 -0.255	 -0.100
       0:21.561	 -0.240	 -0.080
       0:21.564	 -0.250	 -0.080
       0:21.567	 -0.255	 -0.080
       0:21.569	 -0.265	 -0.110
       0:21.572	 -0.280	 -0.120
       0:21.575	 -0.300	 -0.120
       0:21.578	 -0.285	 -0.110
       0:21.581	 -0.295	 -0.105
       0:21.583	 -0.300	 -0.110
       0:21.586	 -0.310	 -0.120
       0:21.589	 -0.315	 -0.135
       0:21.592	 -0.335	 -0.130
       0:21.594	 -0.310	 -0.115
       0:21.597	 -0.295	 -0.120
       0:21.600	 -0.305	 -0.125
       0:21.603	 -0.305	 -0.140
       0:21.606	 -0.325	 -0.155
       0:21.608	 -0.330	 -0.150
       0:21.611	 -0.330	 -0.145
       0:21.614	 -0.315	 -0.140
       0:21.617	 -0.320	 -0.150
       0:21.619	 -0.310	 -0.160
       0:21.622	 -0.335	 -0.155
       0:21.625	 -0.330	 -0.160
       0:21.628	 -0.325	 -0.145
       0:21.631	 -0.325	 -0.155
       0:21.633	 -0.325	 -0.150
       0:21.636	 -0.335	 -0.160
       0:21.639	 -0.350	 -0.175
       0:21.642	 -0.350	 -0.165
       0:21.644	 -0.340	 -0.165
       0:21.647	 -0.330	 -0.155
       0:21.650	 -0.330	 -0.165
       0:21.653	 -0.330	 -0.190
       0:21.656	 -0.340	 -0.190
       0:21.658	 -0.345	 -0.180
       0:21.661	 -0.340	 -0.165
       0:21.664	 -0.320	 -0.165
       0:21.667	 -0.315	 -0.170
       0:21.669	 -0.330	 -0.190
       0:21.672	 -0.345	 -0.195
       0:21.675	 -0.345	 -0.175
       0:21.678	 -0.335	 -0.175
       0:21.681	 -0.320	 -0.165
       0:21.683	 -0.320	 -0.160
       0:21.686	 -0.330	 -0.185
       0:21.689	 -0.335	 -0.185
       0:21.692	 -0.335	 -0.185
       0:21.694	 -0.320	 -0.180
       0:21.697	 -0.315	 -0.160
       0:21.700	 -0.315	 -0.175
       0:21.703	 -0.315	 -0.175
       0:21.706	 -0.345	 -0.195
       0:21.708	 -0.335	 -0.170
       0:21.711	 -0.320	 -0.180
       0:21.714	 -0.310	 -0.175
       0:21.717	 -0.310	 -0.170
       0:21.719	 -0.315	 -0.180
       0:21.722	 -0.325	 -0.185
       0:21.725	 -0.325	 -0.190
       0:21.728	 -0.310	 -0.165
       0:21.731	 -0.305	 -0.160
       0:21.733	 -0.300	 -0.170
       0:21.736	 -0.310	 -0.170
       0:21.739	 -0.320	 -0.180
       0:21.742	 -0.325	 -0.160
       0:21.744	 -0.310	 -0.160
       0:21.747	 -0.295	 -0.160
       0:21.750	 -0.310	 -0.160
       0:21.753	 -0.325	 -0.165
       0:21.756	 -0.335	 -0.185
       0:21.758	 -0.315	 -0.175
       0:21.761	 -0.305	 -0.170
       0:21.764	 -0.300	 -0.160
       0:21.767	 -0.305	 -0.155
       0:21.769	 -0.305	 -0.175
       0:21.772	 -0.310	 -0.180
       0:21.775	 -0.315	 -0.165
       0:21.778	 -0.305	 -0.165
       0:21.781	 -0.300	 -0.160
       0:21.783	 -0.295	 -0.155
       0:21.786	 -0.305	 -0.165
       0:21.789	 -0.310	 -0.170
       0:21.792	 -0.310	 -0.155
       0:21.794	 -0.290	 -0.135
       0:21.797	 -0.275	 -0.110
       0:21.800	 -0.270	 -0.060
       0:21.803	 -0.265	  0.065
       0:21.806	 -0.250	  0.385
       0:21.808	 -0.200	  0.760
       0:21.811	 -0.130	  0.830
       0:21.814	  0.020	  0.590
       0:21.817	  0.325	  0.360
       0:21.819	  0.720	  0.235
       0:21.822	  0.880	  0.195
       0:21.825	  0.660	  0.155
       0:21.828	  0.350	  0.100
       0:21.831	  0.180	  0.015
       0:21.833	  0.130	 -0.065
       0:21.836	  0.140	 -0.195
       0:21.839	  0.125	 -0.350
       0:21.842	  0.125	 -0.485
       0:21.844	  0.135	 -0.630
       0:21.847	  0.140	 -0.790
       0:21.850	  0.140	 -0.985
       0:21.853	  0.135	 -1.190
       0:21.856	  0.125	 -1.370
       0:21.858	  0.120	 -1.525
       0:21.861	  0.120	 -1.645
       0:21.864	  0.105	 -1.750
       0:21.867	  0.090	 -1.885
       0:21.869	  0.085	 -2.020
       0:21.872	  0.085	 -2.175
       0:21.875	  0.100	 -2.330
       0:21.878	  0.110	 -2.445
       0:21.881	  0.115	 -2.520
       0:21.883	  0.095	 -2.600
       0:21.886	  0.080	 -2.685
       0:21.889	  0.040	 -2.775
       0:21.892	  0.000	 -2.835
       0:21.894	 -0.045	 -2.900
       0:21.897	 -0.095	 -2.920
       0:21.900	 -0.155	 -2.950
       0:21.903	 -0.200	 -2.985
       0:21.906	 -0.270	 -3.030
       0:21.908	 -0.350	 -3.045
       0:21.911	 -0.430	 -3.040
       0:21.914	 -0.450	 -3.040
       0:21.917	 -0.455	 -3.040
       0:21.919	 -0.435	 -3.045
       0:21.922	 -0.400	 -3.030
       0:21.925	 -0.375	 -3.005
       0:21.928	 -0.360	 -2.935
       0:21.931	 -0.360	 -2.860
       0:21.933	 -0.370	 -2.785
       0:21.936	 -0.390	 -2.680
       0:21.939	 -0.405	 -2.570
       0:21.942	 -0.415	 -2.425
       0:21.944	 -0.400	 -2.285
       0:21.947	 -0.390	 -2.090
       0:21.950	 -0.390	 -1.895
       0:21.953	 -0.375	 -1.690
       0:21.956	 -0.375	 -1.475
       0:21.958	 -0.370	 -1.240
       0:21.961	 -0.355	 -1.010
       0:21.964	 -0.340	 -0.775
       0:21.967	 -0.330	 -0.575
       0:21.969	 -0.325	 -0.380
       0:21.972	 -0.345	 -0.200
       0:21.975	 -0.335	 -0.020
       0:21.978	 -0.340	  0.140
       0:21.981	 -0.345	  0.305
       0:21.983	 -0.355	  0.435
       0:21.986	 -0.350	  0.550
       0:21.989	 -0.340	  0.645
       0:21.992	 -0.325	  0.740
       0:21.994	 -0.310	  0.795
       0:21.997	 -0.315	  0.855
       0:22.000	 -0.310	  0.885
       0:22.003	 -0.310	  0.925
       0:22.006	 -0.325	  0.970
       0:22.008	 -0.315	  1.005
       0:22.011	 -0.295	  1.060
       0:22.014	 -0.280	  1.105
       0:22.017	 -0.265	  1.140
       0:22.019	 -0.280	  1.170
       0:22.022	 -0.285	  1.195
       0:22.025	 -0.290	  1.240
       0:22.028	 -0.255	  1.285
       0:22.031	 -0.255	  1.330
       0:22.033	 -0.245	  1.360
       0:22.036	 -0.260	  1.395
       0:22.039	 -0.260	  1.425
       0:22.042	 -0.250	  1.470
       0:22.044	 -0.245	  1.525
       0:22.047	 -0.235	  1.565
       0:22.050	 -0.235	  1.600
       0:22.053	 -0.245	  1.625
       0:22.056	 -0.240	  1.670
       0:22.058	 -0.245	  1.705
       0:22.061	 -0.230	  1.760
       0:22.064	 -0.220	  1.790
       0:22.067	 -0.220	  1.830
       0:22.069	 -0.220	  1.860
       0:22.072	 -0.225	  1.900
       0:22.075	 -0.225	  1.945
       0:22.078	 -0.210	  1.985
       0:22.081	 -0.200	  2.030
       0:22.083	 -0.190	  2.040
       0:22.086	 -0.190	  2.060
       0:22.089	 -0.195	  2.060
       0:22.092	 -0.190	  2.095
       0:22.094	 -0.180	  2.120
       0:22.097	 -0.180	  2.130
       0:22.100	 -0.165	  2.130
       0:22.103	 -0.160	  2.130
       0:22.106	 -0.170	  2.115
       0:22.108	 -0.145	  2.125
       0:22.111	 -0.135	  2.130
       0:22.114	 -0.125	  2.115
       0:22.117	 -0.125	  2.080
       0:22.119	 -0.110	  2.055
       0:22.122	 -0.110	  2.025
       0:22.125	 -0.095	  2.000
       0:22.128	 -0.080	  1.980
       0:22.131	 -0.075	  1.935
       0:22.133	 -0.060	  1.890
       0:22.136	 -0.065	  1.835
       0:22.139	 -0.070	  1.780
       0:22.142	 -0.080	  1.725
       0:22.144	 -0.070	  1.675
       0:22.147	 -0.070	  1.620
       0:22.150	 -0.060	  1.555
       0:22.153	 -0.060	  1.465
       0:22.156	 -0.055	  1.405
       0:22.158	 -0.070	  1.350
       0:22.161	 -0.090	  1.280
       0:22.164	 -0.080	  1.225
       0:22.167	 -0.095	  1.170
       0:22.169	 -0.115	  1.080
       0:22.172	 -0.095	  1.020
       0:22.175	 -0.110	  0.950
       0:22.178	 -0.075	  0.890
       0:22.181	 -0.075	  0.845
       0:22.183	 -0.075	  0.785
       0:22.186	 -0.085	  0.710
       0:22.189	 -0.095	  0.655
       0:22.192	 -0.115	  0.615
       0:22.194	 -0.120	  0.575
       0:22.197	 -0.125	  0.530
       0:22.200	 -0.135	  0.485
       0:22.203	 -0.125	  0.420
       0:22.206	 -0.135	  0.380
       0:22.208	 -0.145	  0.355
       0:22.211	 -0.150	  0.340
       0:22.214	 -0.135	  0.315
       0:22.217	 -0.130	  0.265
       0:22.219	 -0.140	  0.240
       0:22.222	 -0.150	  0.205
       0:22.225	 -0.165	  0.185
       0:22.228	 -0.160	  0.175
       0:22.231	 -0.170	  0.175
       0:22.233	 -0.170	  0.155
       0:22.236	 -0.175	  0.130
       0:22.239	 -0.180	  0.100
       0:22.242	 -0.185	  0.100
       0:22.244	 -0.190	  0.115
       0:22.247	 -0.180	  0.095
       0:22.250	 -0.185	  0.080
       0:22.253	 -0.190	  0.065
       0:22.256	 -0.190	  0.055
       0:22.258	 -0.195	  0.050
       0:22.261	 -0.180	  0.055
       0:22.264	 -0.175	  0.045
       0:22.267	 -0.185	  0.045
       0:22.269	 -0.180	  0.030
       0:22.272	 -0.180	  0.020
       0:22.275	 -0.180	  0.030
       0:22.278	 -0.180	  0.035
       0:22.281	 -0.185	  0.030
       0:22.283	 -0.195	  0.020
       0:22.286	 -0.205	  0.010
       0:22.289	 -0.195	  0.005
       0:22.292	 -0.195	  0.015
       0:22.294	 -0.185	  0.020
       0:22.297	 -0.155	  0.010
       0:22.300	 -0.170	  0.015
       0:22.303	 -0.175	  0.010
       0:22.306	 -0.195	  0.005
       0:22.308	 -0.190	  0.010
       0:22.311	 -0.175	  0.020
       0:22.314	 -0.160	  0.025
       0:22.317	 -0.175	  0.015
       0:22.319	 -0.175	  0.015
       0:22.322	 -0.180	 -0.005
       0:22.325	 -0.200	  0.010
       0:22.328	 -0.190	  0.030
       0:22.331	 -0.185	  0.025
       0:22.333	 -0.180	  0.030
       0:22.336	 -0.185	  0.010
       0:22.339	 -0.200	  0.005
       0:22.342	 -0.205	  0.015
       0:22.344	 -0.185	  0.035
       0:22.347	 -0.170	  0.025
       0:22.350	 -0.185	  0.015
       0:22.353	 -0.180	  0.015
       0:22.356	 -0.195	  0.010
       0:22.358	 -0.200	  0.015
       0:22.361	 -0.195	  0.020
       0:22.364	 -0.200	  0.025
       0:22.367	 -0.195	  0.020
       0:22.369	 -0.195	  0.010
       0:22.372	 -0.200	  0.005
       0:22.375	 -0.205	  0.010
       0:22.378	 -0.200	  0.025
       0:22.381	 -0.195	  0.025
       0:22.383	 -0.210	  0.000
       0:22.386	 -0.215	 -0.010
       0:22.389	 -0.230	 -0.015
       0:22.392	 -0.215	 -0.005
       0:22.394	 -0.195	  0.005
       0:22.397	 -0.195	  0.000
       0:22.400	 -0.195	 -0.010
       0:22.403	 -0.210	 -0.025
       0:22.406	 -0.220	 -0.020
       0:22.408	 -0.215	 -0.025
       0:22.411	 -0.215	 -0.015
       0:22.414	 -0.200	 -0.010
       0:22.417	 -0.200	 -0.030
       0:22.419	 -0.210	 -0.040
       0:22.422	 -0.215	 -0.050
       0:22.425	 -0.225	 -0.050
       0:22.428	 -0.215	 -0.050
       0:22.431	 -0.205	 -0.035
       0:22.433	 -0.215	 -0.045
       0:22.436	 -0.225	 -0.045
       0:22.439	 -0.220	 -0.060
       0:22.442	 -0.230	 -0.045
       0:22.444	 -0.230	 -0.040
       0:22.447	 -0.230	 -0.035
       0:22.450	 -0.235	 -0.030
       0:22.453	 -0.245	 -0.035
       0:22.456	 -0.245	 -0.035
       0:22.458	 -0.240	 -0.045
       0:22.461	 -0.230	 -0.030
       0:22.464	 -0.210	 -0.030
       0:22.467	 -0.215	 -0.030
       0:22.469	 -0.230	 -0.050
       0:22.472	 -0.255	 -0.050
       0:22.475	 -0.245	 -0.050
       0:22.478	 -0.235	 -0.040
       0:22.481	 -0.225	 -0.040
       0:22.483	 -0.215	 -0.040
       0:22.486	 -0.215	 -0.055
       0:22.489	 -0.210	 -0.070
       0:22.492	 -0.210	 -0.095
       0:22.494	 -0.200	 -0.090
       0:22.497	 -0.195	 -0.095
       0:22.500	 -0.200	 -0.095
       0:22.503	 -0.195	 -0.120
       0:22.506	 -0.205	 -0.125
       0:22.508	 -0.185	 -0.130
       0:22.511	 -0.180	 -0.130
       0:22.514	 -0.175	 -0.140
       0:22.517	 -0.175	 -0.150
       0:22.519	 -0.195	 -0.170
       0:22.522	 -0.220	 -0.180
       0:22.525	 -0.215	 -0.180
       0:22.528	 -0.215	 -0.175
       0:22.531	 -0.205	 -0.170
       0:22.533	 -0.210	 -0.175
       0:22.536	 -0.195	 -0.185
       0:22.539	 -0.190	 -0.185
       0:22.542	 -0.185	 -0.170
       0:22.544	 -0.170	 -0.155
       0:22.547	 -0.165	 -0.150
       0:22.550	 -0.180	 -0.155
       0:22.553	 -0.190	 -0.170
       0:22.556	 -0.220	 -0.175
       0:22.558	 -0.225	 -0.175
       0:22.561	 -0.210	 -0.170
       0:22.564	 -0.215	 -0.170
       0:22.567	 -0.220	 -0.165
       0:22.569	 -0.240	 -0.170
       0:22.572	 -0.255	 -0.170
       0:22.575	 -0.260	 -0.170
       0:22.578	 -0.245	 -0.170
       0:22.581	 -0.235	 -0.160
       0:22.583	 -0.240	 -0.160
       0:22.586	 -0.230	 -0.170
       0:22.589	 -0.225	 -0.180
       0:22.592	 -0.225	 -0.170
       0:22.594	 -0.210	 -0.160
       0:22.597	 -0.200	 -0.165
       0:22.600	 -0.205	 -0.160
       0:22.603	 -0.210	 -0.170
       0:22.606	 -0.210	 -0.165
       0:22.608	 -0.210	 -0.170
       0:22.611	 -0.200	 -0.160
       0:22.614	 -0.230	 -0.155
       0:22.617	 -0.225	 -0.160
       0:22.619	 -0.220	 -0.175
       0:22.622	 -0.220	 -0.175
       0:22.625	 -0.195	 -0.155
       0:22.628	 -0.180	 -0.155
       0:22.631	 -0.180	 -0.140
       0:22.633	 -0.185	 -0.125
       0:22.636	 -0.200	 -0.120
       0:22.639	 -0.200	 -0.070
       0:22.642	 -0.175	  0.060
       0:22.644	 -0.145	  0.375
       0:22.647	 -0.105	  0.740
       0:22.650	 -0.080	  0.885
       0:22.653	 -0.020	  0.695
       0:22.656	  0.110	  0.455
       0:22.658	  0.435	  0.325
       0:22.661	  0.765	  0.300
       0:22.664	  0.865	  0.265
       0:22.667	  0.665	  0.230
       0:22.669	  0.380	  0.200
       0:22.672	  0.215	  0.180
       0:22.675	  0.175	  0.155
       0:22.678	  0.205	  0.120
       0:22.681	  0.225	  0.070
       0:22.683	  0.240	 -0.010
       0:22.686	  0.255	 -0.135
       0:22.689	  0.260	 -0.285
       0:22.692	  0.275	 -0.445
       0:22.694	  0.310	 -0.620
       0:22.697	  0.340	 -0.800
       0:22.700	  0.365	 -1.005
       0:22.703	  0.360	 -1.235
       0:22.706	  0.365	 -1.480
       0:22.708	  0.355	 -1.680
       0:22.711	  0.360	 -1.825
       0:22.714	  0.395	 -1.985
       0:22.717	  0.415	 -2.110
       0:22.719	  0.435	 -2.225
       0:22.722	  0.425	 -2.330
       0:22.725	  0.400	 -2.425
       0:22.728	  0.400	 -2.535
       0:22.731	  0.405	 -2.635
       0:22.733	  0.395	 -2.740
       0:22.736	  0.355	 -2.825
       0:22.739	  0.285	 -2.870
       0:22.742	  0.220	 -2.905
       0:22.744	  0.180	 -2.925
       0:22.747	  0.135	 -2.940
       0:22.750	  0.065	 -2.985
       0:22.753	 -0.040	 -3.005
       0:22.756	 -0.155	 -3.035
       0:22.758	 -0.235	 -3.025
       0:22.761	 -0.250	 -3.030
       0:22.764	 -0.240	 -3.030
       0:22.767	 -0.235	 -3.015
       0:22.769	 -0.240	 -3.025
       0:22.772	 -0.250	 -2.985
       0:22.775	 -0.275	 -2.940
       0:22.778	 -0.275	 -2.875
       0:22.781	 -0.285	 -2.790
       0:22.783	 -0.310	 -2.685
       0:22.786	 -0.335	 -2.600
       0:22.789	 -0.360	 -2.480
       0:22.792	 -0.370	 -2.350
       0:22.794	 -0.355	 -2.210
       0:22.797	 -0.340	 -2.065
       0:22.800	 -0.340	 -1.900
       0:22.803	 -0.340	 -1.720
       0:22.806	 -0.340	 -1.530
       0:22.808	 -0.355	 -1.315
       0:22.811	 -0.345	 -1.125
       0:22.814	 -0.325	 -0.930
       0:22.817	 -0.305	 -0.745
       0:22.819	 -0.310	 -0.580
       0:22.822	 -0.325	 -0.400
       0:22.825	 -0.315	 -0.215
       0:22.828	 -0.315	 -0.030
       0:22.831	 -0.300	  0.090
       0:22.833	 -0.320	  0.210
       0:22.836	 -0.335	  0.310
       0:22.839	 -0.325	  0.435
       0:22.842	 -0.310	  0.555
       0:22.844	 -0.285	  0.655
       0:22.847	 -0.255	  0.725
       0:22.850	 -0.265	  0.780
       0:22.853	 -0.265	  0.815
       0:22.856	 -0.260	  0.855
       0:22.858	 -0.260	  0.895
       0:22.861	 -0.250	  0.950
       0:22.864	 -0.240	  0.985
       0:22.867	 -0.240	  1.015
       0:22.869	 -0.245	  1.040
       0:22.872	 -0.245	  1.060
       0:22.875	 -0.245	  1.115
       0:22.878	 -0.230	  1.170
       0:22.881	 -0.225	  1.205
       0:22.883	 -0.220	  1.245
       0:22.886	 -0.235	  1.265
       0:22.889	 -0.235	  1.300
       0:22.892	 -0.235	  1.335
       0:22.894	 -0.240	  1.395
       0:22.897	 -0.225	  1.435
       0:22.900	 -0.220	  1.475
       0:22.903	 -0.230	  1.500
       0:22.906	 -0.235	  1.530
       0:22.908	 -0.230	  1.585
       0:22.911	 -0.225	  1.625
       0:22.914	 -0.205	  1.675
       0:22.917	 -0.205	  1.715
       0:22.919	 -0.215	  1.740
       0:22.922	 -0.210	  1.755
       0:22.925	 -0.205	  1.800
       0:22.928	 -0.190	  1.840
       0:22.931	 -0.185	  1.865
       0:22.933	 -0.180	  1.900
       0:22.936	 -0.185	  1.920
       0:22.939	 -0.180	  1.940
       0:22.942	 -0.190	  1.965
       0:22.944	 -0.160	  2.000
       0:22.947	 -0.165	  2.025
       0:22.950	 -0.160	  2.050
       0:22.953	 -0.160	  2.045
       0:22.956	 -0.165	  2.060
       0:22.958	 -0.160	  2.065
       0:22.961	 -0.135	  2.080
       0:22.964	 -0.115	  2.080
       0:22.967	 -0.115	  2.075
       0:22.969	 -0.120	  2.075
       0:22.972	 -0.125	  2.050
       0:22.975	 -0.100	  2.045
       0:22.978	 -0.090	  2.030
       0:22.981	 -0.085	  1.995
       0:22.983	 -0.090	  1.975
       0:22.986	 -0.085	  1.925
       0:22.989	 -0.080	  1.870
       0:22.992	 -0.080	  1.845
       0:22.994	 -0.065	  1.820
       0:22.997	 -0.045	  1.770
       0:23.000	 -0.060	  1.710
       0:23.003	 -0.050	  1.650
       0:23.006	 -0.050	  1.590
       0:23.008	 -0.050	  1.530
       0:23.011	 -0.040	  1.480
       0:23.014	 -0.035	  1.420
       0:23.017	 -0.030	  1.350
       0:23.019	 -0.045	  1.280
       0:23.022	 -0.045	  1.230
       0:23.025	 -0.055	  1.160
       0:23.028	 -0.040	  1.110
       0:23.031	 -0.025	  1.045
       0:23.033	 -0.030	  0.980
       0:23.036	 -0.070	  0.920
       0:23.039	 -0.050	  0.855
       0:23.042	 -0.070	  0.805
       0:23.044	 -0.070	  0.760
       0:23.047	 -0.065	  0.710
       0:23.050	 -0.075	  0.655
       0:23.053	 -0.085	  0.610
       0:23.056	 -0.110	  0.555
       0:23.058	 -0.110	  0.515
       0:23.061	 -0.105	  0.480
       0:23.064	 -0.090	  0.450
       0:23.067	 -0.115	  0.410
       0:23.069	 -0.115	  0.375
       0:23.072	 -0.135	  0.340
       0:23.075	 -0.145	  0.310
       0:23.078	 -0.130	  0.290
       0:23.081	 -0.135	  0.260
       0:23.083	 -0.125	  0.250
       0:23.086	 -0.135	  0.220
       0:23.089	 -0.165	  0.190
       0:23.092	 -0.160	  0.175
       0:23.094	 -0.155	  0.165
       0:23.097	 -0.150	  0.145
       0:23.100	 -0.165	  0.130
       0:23.103	 -0.165	  0.105
       0:23.106	 -0.175	  0.090
       0:23.108	 -0.180	  0.090
       0:23.111	 -0.165	  0.090
       0:23.114	 -0.155	  0.080
       0:23.117	 -0.175	  0.060
       0:23.119	 -0.180	  0.050
       0:23.122	 -0.185	  0.040
       0:23.125	 -0.190	  0.040
       0:23.128	 -0.185	  0.045
       0:23.131	 -0.170	  0.040
       0:23.133	 -0.180	  0.030
       0:23.136	 -0.185	  0.015
       0:23.139	 -0.195	  0.005
       0:23.142	 -0.210	  0.005
       0:23.144	 -0.200	  0.005
       0:23.147	 -0.195	  0.000
       0:23.150	 -0.195	  0.010
       0:23.153	 -0.200	 -0.005
       0:23.156	 -0.205	  0.000
       0:23.158	 -0.200	 -0.015
       0:23.161	 -0.195	  0.005
       0:23.164	 -0.180	  0.010
       0:23.167	 -0.180	 -0.005
       0:23.169	 -0.195	  0.000
       0:23.172	 -0.215	 -0.005
       0:23.175	 -0.205	 -0.010
       0:23.178	 -0.205	  0.000
       0:23.181	 -0.190	  0.010
       0:23.183	 -0.190	  0.000
       0:23.186	 -0.200	 -0.010
       0:23.189	 -0.210	 -0.010
       0:23.192	 -0.220	 -0.010
       0:23.194	 -0.210	  0.005
       0:23.197	 -0.190	  0.015
       0:23.200	 -0.185	  0.010
       0:23.203	 -0.200	 -0.005
       0:23.206	 -0.210	 -0.005
       0:23.208	 -0.220	  0.005
       0:23.211	 -0.220	  0.005
       0:23.214	 -0.205	  0.015
       0:23.217	 -0.210	  0.010
       0:23.219	 -0.220	  0.015
       0:23.222	 -0.225	 -0.010
       0:23.225	 -0.230	  0.000
       0:23.228	 -0.225	  0.020
       0:23.231	 -0.215	  0.015
       0:23.233	 -0.220	  0.015
       0:23.236	 -0.215	  0.010
       0:23.239	 -0.245	 -0.005
       0:23.242	 -0.245	  0.010
       0:23.244	 -0.225	  0.025
       0:23.247	 -0.225	  0.030
       0:23.250	 -0.235	  0.010
       0:23.253	 -0.225	  0.000
       0:23.256	 -0.230	  0.000
       0:23.258	 -0.235	 -0.010
       0:23.261	 -0.235	  0.005
       0:23.264	 -0.225	  0.005
       0:23.267	 -0.230	  0.010
       0:23.269	 -0.235	 -0.015
       0:23.272	 -0.250	 -0.025
       0:23.275	 -0.260	 -0.005
       0:23.278	 -0.250	 -0.005
       0:23.281	 -0.225	 -0.010
       0:23.283	 -0.240	 -0.030
       0:23.286	 -0.245	 -0.030
       0:23.289	 -0.265	 -0.045
       0:23.292	 -0.250	 -0.035
       0:23.294	 -0.260	 -0.035
       0:23.297	 -0.250	 -0.035
       0:23.300	 -0.250	 -0.040
       0:23.303	 -0.260	 -0.055
       0:23.306	 -0.280	 -0.075
       0:23.308	 -0.275	 -0.070
       0:23.311	 -0.250	 -0.055
       0:23.314	 -0.240	 -0.070
       0:23.317	 -0.240	 -0.065
       0:23.319	 -0.250	 -0.085
       0:23.322	 -0.260	 -0.095
       0:23.325	 -0.265	 -0.095
       0:23.328	 -0.255	 -0.085
       0:23.331	 -0.250	 -0.080
       0:23.333	 -0.265	 -0.090
       0:23.336	 -0.260	 -0.095
       0:23.339	 -0.275	 -0.105
       0:23.342	 -0.275	 -0.110
       0:23.344	 -0.265	 -0.110
       0:23.347	 -0.250	 -0.100
       0:23.350	 -0.260	 -0.100
       0:23.353	 -0.265	 -0.115
       0:23.356	 -0.270	 -0.130
       0:23.358	 -0.275	 -0.120
       0:23.361	 -0.270	 -0.110
       0:23.364	 -0.255	 -0.115
       0:23.367	 -0.270	 -0.115
       0:23.369	 -0.265	 -0.120
       0:23.372	 -0.280	 -0.130
       0:23.375	 -0.275	 -0.130
       0:23.378	 -0.270	 -0.120
       0:23.381	 -0.265	 -0.110
       0:23.383	 -0.270	 -0.125
       0:23.386	 -0.275	 -0.140
       0:23.389	 -0.290	 -0.150
       0:23.392	 -0.285	 -0.150
       0:23.394	 -0.275	 -0.145
       0:23.397	 -0.260	 -0.145
       0:23.400	 -0.275	 -0.135
       0:23.403	 -0.270	 -0.150
       0:23.406	 -0.285	 -0.160
       0:23.408	 -0.285	 -0.135
       0:23.411	 -0.275	 -0.130
       0:23.414	 -0.270	 -0.135
       0:23.417	 -0.270	 -0.135
       0:23.419	 -0.280	 -0.150
       0:23.422	 -0.285	 -0.145
       0:23.425	 -0.295	 -0.145
       0:23.428	 -0.290	 -0.130
       0:23.431	 -0.285	 -0.125
       0:23.433	 -0.275	 -0.125
       0:23.436	 -0.280	 -0.140
       0:23.439	 -0.280	 -0.135
       0:23.442	 -0.275	 -0.130
       0:23.444	 -0.280	 -0.120
       0:23.447	 -0.270	 -0.110
       0:23.450	 -0.290	 -0.115
       0:23.453	 -0.285	 -0.120
       0:23.456	 -0.295	 -0.120
       0:23.458	 -0.305	 -0.115
       0:23.461	 -0.295	 -0.105
       0:23.464	 -0.285	 -0.105
       0:23.467	 -0.280	 -0.115
       0:23.469	 -0.280	 -0.135
       0:23.472	 -0.295	 -0.150
       0:23.475	 -0.280	 -0.150
       0:23.478	 -0.270	 -0.150
       0:23.481	 -0.245	 -0.155
       0:23.483	 -0.245	 -0.155
       0:23.486	 -0.250	 -0.180
       0:23.489	 -0.260	 -0.185
       0:23.492	 -0.250	 -0.185
       0:23.494	 -0.230	 -0.180
       0:23.497	 -0.225	 -0.185
       0:23.500	 -0.235	 -0.195
       0:23.503	 -0.240	 -0.205
       0:23.506	 -0.250	 -0.200
       0:23.508	 -0.260	 -0.175
       0:23.511	 -0.245	 -0.115
