   Elapsed time	   MLII	     V2
       0:24.692	 -0.235	  0.000
       0:24.694	 -0.220	  0.005
       0:24.697	 -0.230	  0.015
       0:24.700	 -0.210	  0.015
       0:24.703	 -0.220	  0.010
       0:24.706	 -0.235	 -0.005
       0:24.708	 -0.235	  0.010
       0:24.711	 -0.220	  0.020
       0:24.714	 -0.205	  0.040
       0:24.717	 -0.205	  0.030
       0:24.719	 -0.215	  0.025
       0:24.722	 -0.220	  0.020
       0:24.725	 -0.225	  0.030
       0:24.728	 -0.205	  0.035
       0:24.731	 -0.190	  0.050
       0:24.733	 -0.195	  0.035
       0:24.736	 -0.195	  0.020
       0:24.739	 -0.200	  0.020
       0:24.742	 -0.195	  0.040
       0:24.744	 -0.180	  0.050
       0:24.747	 -0.175	  0.055
       0:24.750	 -0.190	  0.065
       0:24.753	 -0.195	  0.050
       0:24.756	 -0.205	  0.045
       0:24.758	 -0.205	  0.055
       0:24.761	 -0.185	  0.060
       0:24.764	 -0.190	  0.060
       0:24.767	 -0.180	  0.055
       0:24.769	 -0.185	  0.055
       0:24.772	 -0.200	  0.050
       0:24.775	 -0.195	  0.065
       0:24.778	 -0.175	  0.060
       0:24.781	 -0.170	  0.070
       0:24.783	 -0.175	  0.065
       0:24.786	 -0.195	  0.055
       0:24.789	 -0.205	  0.045
       0:24.792	 -0.190	  0.045
       0:24.794	 -0.185	  0.050
       0:24.797	 -0.180	  0.055
       0:24.800	 -0.185	  0.055
       0:24.803	 -0.190	  0.040
       0:24.806	 -0.210	  0.030
       0:24.808	 -0.210	  0.040
       0:24.811	 -0.205	  0.040
       0:24.814	 -0.195	  0.040
       0:24.817	 -0.200	  0.040
       0:24.819	 -0.205	  0.025
       0:24.822	 -0.225	  0.025
       0:24.825	 -0.225	  0.030
       0:24.828	 -0.220	  0.020
       0:24.831	 -0.210	  0.035
       0:24.833	 -0.215	  0.025
       0:24.836	 -0.230	  0.010
       0:24.839	 -0.240	  0.010
       0:24.842	 -0.240	 -0.005
       0:24.844	 -0.240	  0.010
       0:24.847	 -0.225	  0.010
       0:24.850	 -0.235	  0.000
       0:24.853	 -0.245	 -0.015
       0:24.856	 -0.260	 -0.015
       0:24.858	 -0.270	 -0.010
       0:24.861	 -0.250	 -0.015
       0:24.864	 -0.245	 -0.010
       0:24.867	 -0.245	 -0.010
       0:24.869	 -0.255	 -0.005
       0:24.872	 -0.270	 -0.025
       0:24.875	 -0.265	 -0.015
       0:24.878	 -0.260	 -0.005
       0:24.881	 -0.250	 -0.010
       0:24.883	 -0.255	 -0.015
       0:24.886	 -0.265	 -0.035
       0:24.889	 -0.265	 -0.020
       0:24.892	 -0.280	 -0.020
       0:24.894	 -0.280	 -0.020
       0:24.897	 -0.265	 -0.030
       0:24.900	 -0.275	 -0.035
       0:24.903	 -0.270	 -0.045
       0:24.906	 -0.280	 -0.045
       0:24.908	 -0.270	 -0.040
       0:24.911	 -0.275	 -0.030
       0:24.914	 -0.270	 -0.040
       0:24.917	 -0.270	 -0.045
       0:24.919	 -0.285	 -0.050
       0:24.922	 -0.290	 -0.055
       0:24.925	 -0.290	 -0.040
       0:24.928	 -0.290	 -0.040
       0:24.931	 -0.285	 -0.040
       0:24.933	 -0.275	 -0.050
       0:24.936	 -0.295	 -0.055
       0:24.939	 -0.290	 -0.060
       0:24.942	 -0.285	 -0.050
       0:24.944	 -0.280	 -0.040
       0:24.947	 -0.270	 -0.040
       0:24.950	 -0.270	 -0.045
       0:24.953	 -0.275	 -0.060
       0:24.956	 -0.270	 -0.055
       0:24.958	 -0.265	 -0.055
       0:24.961	 -0.250	 -0.040
       0:24.964	 -0.225	 -0.035
       0:24.967	 -0.220	 -0.040
       0:24.969	 -0.215	 -0.055
       0:24.972	 -0.215	 -0.040
       0:24.975	 -0.215	 -0.045
       0:24.978	 -0.205	 -0.020
       0:24.981	 -0.200	 -0.020
       0:24.983	 -0.190	 -0.030
       0:24.986	 -0.185	 -0.045
       0:24.989	 -0.180	 -0.050
       0:24.992	 -0.175	 -0.040
       0:24.994	 -0.170	 -0.030
       0:24.997	 -0.155	 -0.030
       0:25.000	 -0.160	 -0.020
       0:25.003	 -0.165	 -0.050
       0:25.006	 -0.160	 -0.035
       0:25.008	 -0.160	 -0.020
       0:25.011	 -0.165	 -0.025
       0:25.014	 -0.160	 -0.025
       0:25.017	 -0.175	 -0.040
       0:25.019	 -0.190	 -0.075
       0:25.022	 -0.215	 -0.080
       0:25.025	 -0.215	 -0.085
       0:25.028	 -0.215	 -0.075
       0:25.031	 -0.200	 -0.085
       0:25.033	 -0.195	 -0.070
       0:25.036	 -0.195	 -0.065
       0:25.039	 -0.195	 -0.050
       0:25.042	 -0.215	 -0.025
       0:25.044	 -0.220	 -0.005
       0:25.047	 -0.230	 -0.005
       0:25.050	 -0.255	 -0.020
       0:25.053	 -0.260	 -0.035
       0:25.056	 -0.285	 -0.040
       0:25.058	 -0.300	 -0.035
       0:25.061	 -0.295	 -0.035
       0:25.064	 -0.300	 -0.030
       0:25.067	 -0.300	 -0.040
       0:25.069	 -0.315	 -0.050
       0:25.072	 -0.330	 -0.060
       0:25.075	 -0.340	 -0.060
       0:25.078	 -0.345	 -0.055
       0:25.081	 -0.335	 -0.050
       0:25.083	 -0.330	 -0.060
       0:25.086	 -0.340	 -0.065
       0:25.089	 -0.355	 -0.060
       0:25.092	 -0.340	 -0.050
       0:25.094	 -0.335	 -0.045
       0:25.097	 -0.330	 -0.055
       0:25.100	 -0.330	 -0.050
       0:25.103	 -0.335	 -0.050
       0:25.106	 -0.345	 -0.070
       0:25.108	 -0.345	 -0.045
       0:25.111	 -0.340	 -0.040
       0:25.114	 -0.325	 -0.050
       0:25.117	 -0.330	 -0.045
       0:25.119	 -0.335	 -0.065
       0:25.122	 -0.340	 -0.060
       0:25.125	 -0.345	 -0.045
       0:25.128	 -0.355	 -0.045
       0:25.131	 -0.375	 -0.040
       0:25.133	 -0.430	 -0.060
       0:25.136	 -0.510	 -0.080
       0:25.139	 -0.545	 -0.090
       0:25.142	 -0.500	 -0.075
       0:25.144	 -0.440	 -0.045
       0:25.147	 -0.330	 -0.015
       0:25.150	 -0.140	  0.035
       0:25.153	  0.145	  0.125
       0:25.156	  0.515	  0.285
       0:25.158	  0.910	  0.500
       0:25.161	  1.295	  0.765
       0:25.164	  1.645	  1.040
       0:25.167	  1.890	  1.300
       0:25.169	  1.990	  1.480
       0:25.172	  1.915	  1.495
       0:25.175	  1.600	  1.325
       0:25.178	  1.065	  0.975
       0:25.181	  0.485	  0.475
       0:25.183	 -0.030	  0.005
       0:25.186	 -0.345	 -0.345
       0:25.189	 -0.465	 -0.490
       0:25.192	 -0.465	 -0.450
       0:25.194	 -0.410	 -0.350
       0:25.197	 -0.300	 -0.235
       0:25.200	 -0.205	 -0.125
       0:25.203	 -0.200	 -0.045
       0:25.206	 -0.235	  0.000
       0:25.208	 -0.265	  0.020
       0:25.211	 -0.285	 -0.005
       0:25.214	 -0.285	 -0.015
       0:25.217	 -0.280	 -0.025
       0:25.219	 -0.305	 -0.025
       0:25.222	 -0.320	 -0.030
       0:25.225	 -0.340	 -0.025
       0:25.228	 -0.350	 -0.020
       0:25.231	 -0.340	 -0.035
       0:25.233	 -0.345	 -0.030
       0:25.236	 -0.355	 -0.045
       0:25.239	 -0.370	 -0.050
       0:25.242	 -0.385	 -0.040
       0:25.244	 -0.375	 -0.030
       0:25.247	 -0.370	 -0.030
       0:25.250	 -0.370	 -0.035
       0:25.253	 -0.385	 -0.035
       0:25.256	 -0.385	 -0.050
       0:25.258	 -0.390	 -0.035
       0:25.261	 -0.375	 -0.025
       0:25.264	 -0.370	 -0.015
       0:25.267	 -0.365	 -0.040
       0:25.269	 -0.370	 -0.040
       0:25.272	 -0.390	 -0.035
       0:25.275	 -0.380	 -0.025
       0:25.278	 -0.375	 -0.020
       0:25.281	 -0.365	 -0.015
       0:25.283	 -0.365	 -0.010
       0:25.286	 -0.365	 -0.030
       0:25.289	 -0.375	 -0.025
       0:25.292	 -0.370	 -0.010
       0:25.294	 -0.365	 -0.015
       0:25.297	 -0.345	  0.005
       0:25.300	 -0.345	  0.005
       0:25.303	 -0.350	 -0.010
       0:25.306	 -0.365	 -0.005
       0:25.308	 -0.360	  0.000
       0:25.311	 -0.335	  0.020
       0:25.314	 -0.325	  0.015
       0:25.317	 -0.315	  0.020
       0:25.319	 -0.335	  0.005
       0:25.322	 -0.330	  0.010
       0:25.325	 -0.320	  0.025
       0:25.328	 -0.300	  0.035
       0:25.331	 -0.290	  0.050
       0:25.333	 -0.285	  0.055
       0:25.336	 -0.285	  0.045
       0:25.339	 -0.285	  0.050
       0:25.342	 -0.260	  0.055
       0:25.344	 -0.250	  0.085
       0:25.347	 -0.220	  0.080
       0:25.350	 -0.215	  0.080
       0:25.353	 -0.205	  0.080
       0:25.356	 -0.190	  0.095
       0:25.358	 -0.185	  0.105
       0:25.361	 -0.160	  0.120
       0:25.364	 -0.125	  0.140
       0:25.367	 -0.120	  0.140
       0:25.369	 -0.095	  0.150
       0:25.372	 -0.090	  0.150
       0:25.375	 -0.080	  0.175
       0:25.378	 -0.050	  0.190
       0:25.381	 -0.015	  0.210
       0:25.383	  0.000	  0.210
       0:25.386	  0.015	  0.215
       0:25.389	  0.015	  0.230
       0:25.392	  0.035	  0.245
       0:25.394	  0.075	  0.270
       0:25.397	  0.095	  0.275
       0:25.400	  0.115	  0.275
       0:25.403	  0.115	  0.290
       0:25.406	  0.120	  0.290
       0:25.408	  0.140	  0.305
       0:25.411	  0.160	  0.320
       0:25.414	  0.180	  0.340
       0:25.417	  0.185	  0.330
       0:25.419	  0.190	  0.325
       0:25.422	  0.180	  0.320
       0:25.425	  0.200	  0.325
       0:25.428	  0.210	  0.340
       0:25.431	  0.215	  0.340
       0:25.433	  0.200	  0.330
       0:25.436	  0.185	  0.335
       0:25.439	  0.185	  0.315
       0:25.442	  0.175	  0.330
       0:25.444	  0.170	  0.330
       0:25.447	  0.165	  0.325
       0:25.450	  0.130	  0.305
       0:25.453	  0.120	  0.280
       0:25.456	  0.085	  0.270
       0:25.458	  0.065	  0.255
       0:25.461	  0.055	  0.255
       0:25.464	  0.035	  0.245
       0:25.467	  0.005	  0.220
       0:25.469	 -0.035	  0.185
       0:25.472	 -0.070	  0.160
       0:25.475	 -0.085	  0.165
       0:25.478	 -0.095	  0.145
       0:25.481	 -0.120	  0.140
       0:25.483	 -0.130	  0.110
       0:25.486	 -0.155	  0.100
       0:25.489	 -0.180	  0.080
       0:25.492	 -0.180	  0.075
       0:25.494	 -0.185	  0.070
       0:25.497	 -0.190	  0.060
       0:25.500	 -0.195	  0.045
       0:25.503	 -0.205	  0.035
       0:25.506	 -0.225	  0.030
       0:25.508	 -0.220	  0.025
       0:25.511	 -0.235	  0.040
       0:25.514	 -0.225	  0.030
       0:25.517	 -0.225	  0.015
       0:25.519	 -0.220	  0.015
       0:25.522	 -0.230	  0.000
       0:25.525	 -0.240	  0.005
       0:25.528	 -0.230	  0.015
       0:25.531	 -0.215	  0.015
       0:25.533	 -0.225	  0.005
       0:25.536	 -0.240	 -0.005
       0:25.539	 -0.240	 -0.015
       0:25.542	 -0.240	 -0.005
       0:25.544	 -0.230	  0.015
       0:25.547	 -0.215	  0.010
       0:25.550	 -0.220	  0.015
       0:25.553	 -0.215	  0.000
       0:25.556	 -0.235	  0.005
       0:25.558	 -0.225	  0.005
       0:25.561	 -0.210	  0.025
       0:25.564	 -0.205	  0.030
       0:25.567	 -0.200	  0.020
       0:25.569	 -0.205	  0.000
       0:25.572	 -0.205	  0.010
       0:25.575	 -0.205	  0.025
       0:25.578	 -0.195	  0.030
       0:25.581	 -0.190	  0.035
       0:25.583	 -0.185	  0.035
       0:25.586	 -0.190	  0.020
       0:25.589	 -0.200	  0.025
       0:25.592	 -0.205	  0.025
       0:25.594	 -0.190	  0.050
       0:25.597	 -0.170	  0.050
       0:25.600	 -0.175	  0.045
       0:25.603	 -0.190	  0.035
       0:25.606	 -0.195	  0.035
       0:25.608	 -0.190	  0.040
       0:25.611	 -0.185	  0.055
       0:25.614	 -0.180	  0.050
       0:25.617	 -0.175	  0.045
       0:25.619	 -0.180	  0.030
       0:25.622	 -0.195	  0.040
       0:25.625	 -0.190	  0.040
       0:25.628	 -0.195	  0.045
       0:25.631	 -0.180	  0.065
       0:25.633	 -0.180	  0.040
       0:25.636	 -0.190	  0.035
       0:25.639	 -0.200	  0.040
       0:25.642	 -0.200	  0.045
       0:25.644	 -0.195	  0.045
       0:25.647	 -0.195	  0.045
       0:25.650	 -0.190	  0.040
       0:25.653	 -0.200	  0.030
       0:25.656	 -0.205	  0.030
       0:25.658	 -0.210	  0.040
       0:25.661	 -0.205	  0.050
       0:25.664	 -0.195	  0.035
       0:25.667	 -0.200	  0.020
       0:25.669	 -0.215	  0.015
       0:25.672	 -0.215	  0.015
       0:25.675	 -0.220	  0.015
       0:25.678	 -0.215	  0.035
       0:25.681	 -0.215	  0.020
       0:25.683	 -0.220	  0.015
       0:25.686	 -0.220	  0.000
       0:25.689	 -0.250	  0.000
       0:25.692	 -0.230	 -0.005
       0:25.694	 -0.225	  0.005
       0:25.697	 -0.205	  0.005
       0:25.700	 -0.235	 -0.010
       0:25.703	 -0.240	 -0.010
       0:25.706	 -0.245	 -0.020
       0:25.708	 -0.265	 -0.020
       0:25.711	 -0.265	 -0.005
       0:25.714	 -0.255	 -0.015
       0:25.717	 -0.260	 -0.025
       0:25.719	 -0.260	 -0.030
       0:25.722	 -0.275	 -0.040
       0:25.725	 -0.285	 -0.025
       0:25.728	 -0.275	 -0.030
       0:25.731	 -0.265	 -0.025
       0:25.733	 -0.275	 -0.035
       0:25.736	 -0.285	 -0.045
       0:25.739	 -0.275	 -0.045
       0:25.742	 -0.290	 -0.045
       0:25.744	 -0.275	 -0.035
       0:25.747	 -0.275	 -0.045
       0:25.750	 -0.285	 -0.050
       0:25.753	 -0.290	 -0.060
       0:25.756	 -0.290	 -0.075
       0:25.758	 -0.290	 -0.065
       0:25.761	 -0.285	 -0.040
       0:25.764	 -0.270	 -0.045
       0:25.767	 -0.275	 -0.045
       0:25.769	 -0.275	 -0.060
       0:25.772	 -0.295	 -0.065
       0:25.775	 -0.290	 -0.055
       0:25.778	 -0.290	 -0.050
       0:25.781	 -0.275	 -0.055
       0:25.783	 -0.275	 -0.050
       0:25.786	 -0.285	 -0.070
       0:25.789	 -0.300	 -0.070
       0:25.792	 -0.305	 -0.070
       0:25.794	 -0.275	 -0.040
       0:25.797	 -0.280	 -0.055
       0:25.800	 -0.280	 -0.050
       0:25.803	 -0.285	 -0.065
       0:25.806	 -0.280	 -0.060
       0:25.808	 -0.265	 -0.060
       0:25.811	 -0.260	 -0.040
       0:25.814	 -0.230	 -0.040
       0:25.817	 -0.205	 -0.050
       0:25.819	 -0.205	 -0.055
       0:25.822	 -0.230	 -0.060
       0:25.825	 -0.220	 -0.045
       0:25.828	 -0.200	 -0.040
       0:25.831	 -0.205	 -0.040
       0:25.833	 -0.205	 -0.045
       0:25.836	 -0.190	 -0.050
       0:25.839	 -0.190	 -0.050
       0:25.842	 -0.190	 -0.045
       0:25.844	 -0.170	 -0.030
       0:25.847	 -0.170	 -0.035
       0:25.850	 -0.165	 -0.045
       0:25.853	 -0.175	 -0.050
       0:25.856	 -0.180	 -0.055
       0:25.858	 -0.175	 -0.050
       0:25.861	 -0.185	 -0.045
       0:25.864	 -0.185	 -0.055
       0:25.867	 -0.205	 -0.070
       0:25.869	 -0.225	 -0.085
       0:25.872	 -0.235	 -0.110
       0:25.875	 -0.230	 -0.085
       0:25.878	 -0.200	 -0.080
       0:25.881	 -0.200	 -0.055
       0:25.883	 -0.215	 -0.040
       0:25.886	 -0.235	 -0.045
       0:25.889	 -0.260	 -0.045
       0:25.892	 -0.270	 -0.050
       0:25.894	 -0.270	 -0.035
       0:25.897	 -0.285	 -0.030
       0:25.900	 -0.280	 -0.045
       0:25.903	 -0.300	 -0.050
       0:25.906	 -0.330	 -0.070
       0:25.908	 -0.325	 -0.055
       0:25.911	 -0.315	 -0.060
       0:25.914	 -0.320	 -0.065
       0:25.917	 -0.330	 -0.070
       0:25.919	 -0.335	 -0.080
       0:25.922	 -0.350	 -0.080
       0:25.925	 -0.355	 -0.065
       0:25.928	 -0.340	 -0.070
       0:25.931	 -0.335	 -0.070
       0:25.933	 -0.340	 -0.065
       0:25.936	 -0.335	 -0.090
       0:25.939	 -0.350	 -0.075
       0:25.942	 -0.355	 -0.065
       0:25.944	 -0.345	 -0.060
       0:25.947	 -0.325	 -0.050
       0:25.950	 -0.320	 -0.055
       0:25.953	 -0.330	 -0.070
       0:25.956	 -0.350	 -0.070
       0:25.958	 -0.345	 -0.055
       0:25.961	 -0.340	 -0.050
       0:25.964	 -0.350	 -0.065
       0:25.967	 -0.370	 -0.050
       0:25.969	 -0.430	 -0.070
       0:25.972	 -0.525	 -0.095
       0:25.975	 -0.525	 -0.095
       0:25.978	 -0.485	 -0.090
       0:25.981	 -0.420	 -0.055
       0:25.983	 -0.315	 -0.020
       0:25.986	 -0.115	  0.035
       0:25.989	  0.200	  0.145
       0:25.992	  0.630	  0.375
       0:25.994	  1.070	  0.635
       0:25.997	  1.475	  0.910
       0:26.000	  1.790	  1.195
       0:26.003	  1.950	  1.415
       0:26.006	  1.925	  1.470
       0:26.008	  1.655	  1.335
       0:26.011	  1.120	  0.970
       0:26.014	  0.500	  0.460
       0:26.017	 -0.040	 -0.045
       0:26.019	 -0.365	 -0.395
       0:26.022	 -0.465	 -0.520
       0:26.025	 -0.455	 -0.475
       0:26.028	 -0.395	 -0.370
       0:26.031	 -0.305	 -0.255
       0:26.033	 -0.220	 -0.120
       0:26.036	 -0.215	 -0.040
       0:26.039	 -0.250	 -0.015
       0:26.042	 -0.290	 -0.020
       0:26.044	 -0.300	 -0.020
       0:26.047	 -0.295	 -0.040
       0:26.050	 -0.300	 -0.030
       0:26.053	 -0.315	 -0.040
       0:26.056	 -0.355	 -0.040
       0:26.058	 -0.365	 -0.045
       0:26.061	 -0.360	 -0.040
       0:26.064	 -0.355	 -0.045
       0:26.067	 -0.365	 -0.055
       0:26.069	 -0.380	 -0.050
       0:26.072	 -0.385	 -0.065
       0:26.075	 -0.385	 -0.055
       0:26.078	 -0.380	 -0.045
       0:26.081	 -0.375	 -0.055
       0:26.083	 -0.385	 -0.050
       0:26.086	 -0.375	 -0.055
       0:26.089	 -0.385	 -0.055
       0:26.092	 -0.405	 -0.040
       0:26.094	 -0.385	 -0.030
       0:26.097	 -0.380	 -0.030
       0:26.100	 -0.375	 -0.020
       0:26.103	 -0.385	 -0.050
       0:26.106	 -0.395	 -0.050
       0:26.108	 -0.385	 -0.035
       0:26.111	 -0.375	 -0.040
       0:26.114	 -0.375	 -0.025
       0:26.117	 -0.375	 -0.035
       0:26.119	 -0.380	 -0.045
       0:26.122	 -0.380	 -0.050
       0:26.125	 -0.375	 -0.030
       0:26.128	 -0.365	 -0.005
       0:26.131	 -0.360	 -0.025
       0:26.133	 -0.345	 -0.015
       0:26.136	 -0.355	 -0.020
       0:26.139	 -0.360	 -0.020
       0:26.142	 -0.345	 -0.005
       0:26.144	 -0.330	  0.000
       0:26.147	 -0.320	  0.005
       0:26.150	 -0.320	  0.010
       0:26.153	 -0.325	  0.000
       0:26.156	 -0.320	  0.005
       0:26.158	 -0.315	  0.000
       0:26.161	 -0.295	  0.015
       0:26.164	 -0.275	  0.010
       0:26.167	 -0.265	  0.020
       0:26.169	 -0.270	  0.020
       0:26.172	 -0.270	  0.025
       0:26.175	 -0.260	  0.035
       0:26.178	 -0.225	  0.060
       0:26.181	 -0.215	  0.060
       0:26.183	 -0.190	  0.055
       0:26.186	 -0.180	  0.065
       0:26.189	 -0.180	  0.070
       0:26.192	 -0.155	  0.095
       0:26.194	 -0.120	  0.115
       0:26.197	 -0.105	  0.125
       0:26.200	 -0.090	  0.135
       0:26.203	 -0.070	  0.140
       0:26.206	 -0.055	  0.150
       0:26.208	 -0.040	  0.170
       0:26.211	 -0.005	  0.195
       0:26.214	  0.015	  0.210
       0:26.217	  0.025	  0.195
       0:26.219	  0.045	  0.205
       0:26.222	  0.055	  0.215
       0:26.225	  0.080	  0.245
       0:26.228	  0.095	  0.240
       0:26.231	  0.120	  0.270
       0:26.233	  0.130	  0.270
       0:26.236	  0.140	  0.265
       0:26.239	  0.140	  0.280
       0:26.242	  0.155	  0.300
       0:26.244	  0.170	  0.320
       0:26.247	  0.190	  0.330
       0:26.250	  0.205	  0.325
       0:26.253	  0.200	  0.320
       0:26.256	  0.205	  0.325
       0:26.258	  0.200	  0.325
       0:26.261	  0.215	  0.330
       0:26.264	  0.215	  0.330
       0:26.267	  0.205	  0.325
       0:26.269	  0.195	  0.315
       0:26.272	  0.170	  0.305
       0:26.275	  0.150	  0.300
       0:26.278	  0.130	  0.295
       0:26.281	  0.120	  0.285
       0:26.283	  0.120	  0.265
       0:26.286	  0.085	  0.240
       0:26.289	  0.045	  0.230
       0:26.292	  0.025	  0.230
       0:26.294	  0.005	  0.220
       0:26.297	 -0.010	  0.195
       0:26.300	 -0.040	  0.180
       0:26.303	 -0.070	  0.140
       0:26.306	 -0.100	  0.120
       0:26.308	 -0.110	  0.110
       0:26.311	 -0.120	  0.120
       0:26.314	 -0.130	  0.110
       0:26.317	 -0.150	  0.095
       0:26.319	 -0.175	  0.070
       0:26.322	 -0.180	  0.050
       0:26.325	 -0.195	  0.050
       0:26.328	 -0.195	  0.055
       0:26.331	 -0.195	  0.030
       0:26.333	 -0.200	  0.025
       0:26.336	 -0.220	  0.015
       0:26.339	 -0.230	  0.005
       0:26.342	 -0.230	  0.010
       0:26.344	 -0.225	  0.005
       0:26.347	 -0.220	  0.010
       0:26.350	 -0.220	 -0.005
       0:26.353	 -0.240	 -0.005
       0:26.356	 -0.245	 -0.015
       0:26.358	 -0.240	  0.000
       0:26.361	 -0.240	  0.010
       0:26.364	 -0.235	  0.000
       0:26.367	 -0.230	  0.000
       0:26.369	 -0.230	 -0.020
       0:26.372	 -0.245	 -0.005
       0:26.375	 -0.230	 -0.005
       0:26.378	 -0.215	  0.000
       0:26.381	 -0.215	  0.000
       0:26.383	 -0.220	 -0.010
       0:26.386	 -0.215	 -0.025
       0:26.389	 -0.230	 -0.010
       0:26.392	 -0.230	  0.000
       0:26.394	 -0.220	  0.010
       0:26.397	 -0.210	  0.005
       0:26.400	 -0.215	  0.005
       0:26.403	 -0.210	 -0.010
       0:26.406	 -0.215	  0.000
       0:26.408	 -0.225	  0.005
       0:26.411	 -0.210	  0.020
       0:26.414	 -0.200	  0.015
       0:26.417	 -0.190	  0.015
       0:26.419	 -0.195	  0.025
       0:26.422	 -0.205	  0.015
       0:26.425	 -0.190	  0.025
       0:26.428	 -0.190	  0.030
       0:26.431	 -0.190	  0.035
       0:26.433	 -0.185	  0.040
       0:26.436	 -0.195	  0.025
       0:26.439	 -0.205	  0.020
       0:26.442	 -0.205	  0.025
       0:26.444	 -0.200	  0.045
       0:26.447	 -0.185	  0.030
       0:26.450	 -0.180	  0.020
       0:26.453	 -0.195	  0.020
       0:26.456	 -0.210	  0.020
       0:26.458	 -0.205	  0.025
       0:26.461	 -0.195	  0.035
       0:26.464	 -0.185	  0.040
       0:26.467	 -0.190	  0.030
       0:26.469	 -0.215	  0.025
       0:26.472	 -0.220	  0.020
       0:26.475	 -0.215	  0.025
       0:26.478	 -0.210	  0.035
       0:26.481	 -0.210	  0.025
       0:26.483	 -0.210	  0.010
       0:26.486	 -0.220	 -0.005
       0:26.489	 -0.235	 -0.015
       0:26.492	 -0.240	 -0.010
       0:26.494	 -0.230	  0.000
       0:26.497	 -0.220	 -0.005
       0:26.500	 -0.215	 -0.005
       0:26.503	 -0.230	 -0.010
       0:26.506	 -0.250	 -0.010
       0:26.508	 -0.240	 -0.005
       0:26.511	 -0.240	  0.010
       0:26.514	 -0.240	 -0.010
       0:26.517	 -0.240	 -0.015
       0:26.519	 -0.255	 -0.030
       0:26.522	 -0.260	 -0.040
       0:26.525	 -0.275	 -0.025
       0:26.528	 -0.270	 -0.020
       0:26.531	 -0.270	 -0.040
       0:26.533	 -0.255	 -0.035
       0:26.536	 -0.265	 -0.050
       0:26.539	 -0.285	 -0.040
       0:26.542	 -0.275	 -0.045
       0:26.544	 -0.280	 -0.030
       0:26.547	 -0.270	 -0.040
       0:26.550	 -0.275	 -0.045
       0:26.553	 -0.285	 -0.055
       0:26.556	 -0.295	 -0.065
       0:26.558	 -0.290	 -0.055
       0:26.561	 -0.280	 -0.055
       0:26.564	 -0.270	 -0.050
       0:26.567	 -0.275	 -0.050
       0:26.569	 -0.275	 -0.070
       0:26.572	 -0.300	 -0.070
       0:26.575	 -0.300	 -0.070
       0:26.578	 -0.290	 -0.060
       0:26.581	 -0.290	 -0.055
       0:26.583	 -0.305	 -0.065
       0:26.586	 -0.310	 -0.080
       0:26.589	 -0.315	 -0.090
       0:26.592	 -0.310	 -0.070
       0:26.594	 -0.305	 -0.065
       0:26.597	 -0.300	 -0.075
       0:26.600	 -0.285	 -0.065
       0:26.603	 -0.295	 -0.080
       0:26.606	 -0.320	 -0.070
       0:26.608	 -0.305	 -0.070
       0:26.611	 -0.290	 -0.065
       0:26.614	 -0.295	 -0.070
       0:26.617	 -0.305	 -0.080
       0:26.619	 -0.315	 -0.090
       0:26.622	 -0.335	 -0.110
       0:26.625	 -0.310	 -0.090
       0:26.628	 -0.305	 -0.075
       0:26.631	 -0.305	 -0.080
       0:26.633	 -0.285	 -0.085
       0:26.636	 -0.280	 -0.090
       0:26.639	 -0.280	 -0.105
       0:26.642	 -0.275	 -0.085
       0:26.644	 -0.245	 -0.075
       0:26.647	 -0.230	 -0.060
       0:26.650	 -0.225	 -0.060
       0:26.653	 -0.230	 -0.070
       0:26.656	 -0.230	 -0.065
       0:26.658	 -0.230	 -0.065
       0:26.661	 -0.230	 -0.045
       0:26.664	 -0.215	 -0.055
       0:26.667	 -0.190	 -0.065
       0:26.669	 -0.190	 -0.070
       0:26.672	 -0.195	 -0.065
       0:26.675	 -0.205	 -0.055
       0:26.678	 -0.185	 -0.060
       0:26.681	 -0.175	 -0.045
       0:26.683	 -0.170	 -0.040
       0:26.686	 -0.180	 -0.060
       0:26.689	 -0.200	 -0.070
       0:26.692	 -0.215	 -0.070
       0:26.694	 -0.215	 -0.060
       0:26.697	 -0.220	 -0.095
       0:26.700	 -0.240	 -0.095
       0:26.703	 -0.245	 -0.125
       0:26.706	 -0.245	 -0.110
       0:26.708	 -0.225	 -0.100
       0:26.711	 -0.215	 -0.075
       0:26.714	 -0.210	 -0.065
       0:26.717	 -0.225	 -0.050
       0:26.719	 -0.250	 -0.050
       0:26.722	 -0.280	 -0.065
       0:26.725	 -0.290	 -0.055
       0:26.728	 -0.290	 -0.040
       0:26.731	 -0.275	 -0.045
       0:26.733	 -0.295	 -0.050
       0:26.736	 -0.310	 -0.065
       0:26.739	 -0.325	 -0.075
       0:26.742	 -0.325	 -0.065
       0:26.744	 -0.325	 -0.075
       0:26.747	 -0.325	 -0.075
       0:26.750	 -0.335	 -0.090
       0:26.753	 -0.335	 -0.095
       0:26.756	 -0.365	 -0.100
       0:26.758	 -0.360	 -0.080
       0:26.761	 -0.350	 -0.065
       0:26.764	 -0.325	 -0.070
       0:26.767	 -0.325	 -0.065
       0:26.769	 -0.345	 -0.080
       0:26.772	 -0.350	 -0.090
       0:26.775	 -0.345	 -0.070
       0:26.778	 -0.345	 -0.075
       0:26.781	 -0.340	 -0.065
       0:26.783	 -0.340	 -0.065
       0:26.786	 -0.340	 -0.075
       0:26.789	 -0.340	 -0.080
       0:26.792	 -0.335	 -0.075
